Edad,hosteleria_restaurante,hosteleria_asador,hosteleria_sidreria,hosteleria_bodega,hosteleria_queseria,Gourmet_Agricultura_ecologica,Gourmet_Denominacion_de_Origen,Gourmet_Eusko_Label,Gourmet_Euskal_Baserri,Target_Review,hombre,mujer,otro,user_bizkaia,user_gipuzkoa,user_alava,local_restaurante,local_asador,local_sidreria,local_bodega,local_queseria,local_bizkaia,local_gipuzkoa,local_alava,sol,estrella,q,local_valoracion
48,1,0,0,0,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,4.1
71,1,1,1,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.4
55,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4.2
53,1,0,1,1,0,0,0,1,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.4
52,1,1,0,1,1,0,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.4
49,1,1,1,1,1,0,0,0,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.7
45,1,1,0,0,1,1,1,1,0,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,4.2
57,1,0,0,1,1,1,0,0,1,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4.5
65,1,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.9
45,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4.0
49,1,1,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,4.5
45,1,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.9
29,1,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.1
53,1,0,1,0,1,0,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.7
45,1,1,1,1,1,1,1,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.7
45,1,1,1,1,0,1,0,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4.3
62,0,1,1,0,1,1,1,1,0,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4.3
63,0,1,1,1,1,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4.5
47,1,1,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.8
46,1,1,1,1,0,0,1,1,1,4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4.1
47,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,4.6
57,0,0,0,0,1,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4.6
56,0,0,0,1,1,1,0,1,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,5.0
59,1,0,1,0,1,1,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4.6
46,1,0,1,1,1,0,0,1,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.8
54,1,1,1,1,0,1,0,1,1,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4.6
46,1,1,1,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,4.7
52,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4.5
64,1,1,0,1,0,0,1,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.4
48,0,0,0,1,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.9
51,1,1,0,1,0,1,1,1,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,4.5
49,1,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4.7
54,1,0,1,1,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,4.2
46,1,1,0,0,0,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.5
50,1,1,1,1,1,1,1,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.8
50,1,1,1,1,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.6
54,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,4.3
57,1,1,0,0,1,0,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5.0
38,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.8
44,1,1,1,0,1,1,1,0,1,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5
65,1,0,1,0,0,1,1,0,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.1
59,0,0,0,0,1,0,1,1,1,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4.6
61,1,0,1,0,1,1,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.3
38,1,1,0,1,1,1,1,1,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4.3
51,1,0,1,1,1,1,1,1,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4.5
61,1,1,1,1,1,1,1,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5
60,1,1,1,1,1,1,1,0,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.2
58,1,1,1,1,1,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3
50,0,1,1,1,0,0,1,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4.5
64,0,1,0,1,1,1,1,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,4.3
65,0,1,1,1,0,1,1,0,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.2
47,0,0,0,0,0,1,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.1
53,1,0,0,1,0,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.6
50,1,0,0,1,0,1,1,1,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5.0
61,1,0,1,0,1,1,1,1,1,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4.3
29,1,1,1,1,1,0,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.4
61,1,1,1,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.4
56,1,0,0,1,1,1,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.2
48,0,1,1,1,1,1,1,1,1,5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,4.3
28,1,1,1,0,1,0,1,1,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4.2
49,1,1,1,0,1,1,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4.1
69,0,0,0,0,1,1,0,1,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.3
63,1,0,1,1,0,1,1,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.6
64,1,0,0,1,0,0,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.7
69,1,0,1,0,0,0,1,1,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.6
61,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4.3
65,0,1,1,1,0,0,0,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.2
41,0,0,0,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4.8
64,1,1,1,0,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.4
58,1,1,1,0,0,1,0,0,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.5
45,1,0,1,1,1,1,0,1,1,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.1
50,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.6
55,1,1,1,0,1,1,1,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4.6
45,1,1,1,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4.0
34,1,1,1,1,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.6
48,1,1,1,1,0,1,1,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.1
46,1,1,0,1,1,1,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9
61,0,0,0,0,1,1,1,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4.7
60,1,1,1,0,1,1,1,0,1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.3
48,1,1,0,0,1,0,0,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4.4
52,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,4.3
54,1,1,0,1,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.4
67,0,0,0,1,1,1,1,1,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.5
64,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.6
39,1,1,0,0,1,1,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.6
49,1,1,1,0,0,1,1,1,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4.4
59,0,1,1,1,0,1,0,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.3
54,1,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.6
57,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.1
61,0,1,0,0,0,1,1,1,1,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,4.6
50,1,1,0,1,1,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.8
47,0,1,1,1,0,0,0,0,1,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.7
63,1,1,1,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4.4
54,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.1
45,0,0,0,1,0,1,1,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4.5
44,0,0,0,1,0,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4.4
65,1,1,1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4.6
48,1,0,1,0,1,0,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.3
47,0,0,1,1,1,1,1,1,1,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,3.7
67,0,1,0,1,0,1,1,1,1,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0
56,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4.3
63,1,1,0,1,1,0,0,0,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4.3
61,0,0,0,0,1,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.9
65,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.5
61,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.4
64,0,1,1,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,4.4
53,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.2
52,0,1,1,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,4.6
51,0,1,0,0,1,1,0,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.7
62,1,1,1,0,1,1,0,1,1,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.2
52,0,0,0,1,0,1,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,4.3
53,1,1,1,0,0,0,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4.6
40,1,1,1,1,1,0,0,1,1,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,5.0
63,0,1,0,0,1,0,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5.0
57,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.6
62,1,1,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,4.0
63,1,0,1,0,1,1,0,1,1,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4.6
52,1,0,0,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.4
64,1,1,0,1,1,1,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.7
57,0,0,0,1,1,1,1,1,0,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0
53,1,1,1,1,1,1,0,1,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.7
56,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.2
53,1,0,1,1,1,1,0,1,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5.0
60,0,0,0,1,1,1,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4.5
65,1,1,1,1,1,0,0,0,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.4
47,1,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.3
60,0,1,0,0,0,1,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4.4
58,1,0,0,1,0,1,1,1,0,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.1
62,1,1,1,1,0,1,1,1,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,4.2
45,0,1,1,0,1,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.9
64,0,0,0,1,0,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.7
48,0,1,1,0,0,0,1,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.3
56,1,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4.8
65,0,0,0,0,1,1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4.2
57,1,1,1,1,1,1,1,1,0,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4.6
60,0,0,0,0,1,1,0,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4.2
47,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.7
51,1,1,0,0,1,1,0,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5
62,0,0,0,0,1,1,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4.5
53,1,1,0,0,1,1,1,1,1,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4.7
46,1,1,1,1,1,0,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5.0
61,0,1,1,0,1,0,1,0,1,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4.4
49,1,1,1,1,1,1,0,1,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4.6
49,1,1,1,0,0,0,0,0,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.6
45,1,0,1,0,0,1,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4.0
46,1,1,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.3
65,1,1,1,1,1,1,1,1,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,4.7
26,1,1,1,1,0,0,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.0
53,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3.9
27,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.8
48,0,0,0,1,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.5
63,1,1,1,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.4
52,0,1,0,0,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4.5
49,0,1,0,1,0,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.6
45,1,1,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,5.0
46,0,1,0,1,1,1,0,1,1,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.6
48,0,0,0,1,1,0,1,1,1,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4.7
55,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4.4
49,1,1,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4.5
57,1,0,1,1,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.6
65,1,1,1,1,0,1,1,1,1,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4.7
59,0,0,1,1,1,0,0,1,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.8
52,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,4.7
51,1,1,1,1,0,1,1,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.8
60,1,1,1,0,1,0,1,0,1,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3.7
52,0,0,0,1,1,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4.5
64,1,1,1,1,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.6
62,1,1,0,0,0,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.3
54,1,1,1,1,0,1,1,0,1,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3.9
68,1,1,0,1,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4.5
61,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.6
61,1,1,1,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4.4
59,1,1,1,1,0,1,1,1,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.8
70,1,0,1,1,1,1,0,0,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.5
65,0,0,0,1,0,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.6
54,0,0,0,1,1,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.4
25,0,0,1,1,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,4.4
52,1,0,1,1,1,0,1,1,1,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4.8
50,1,1,1,1,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.8
57,0,0,0,1,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4.4
47,1,0,1,1,0,1,1,1,1,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4.5
64,1,1,1,1,1,0,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.0
65,1,0,1,0,1,1,1,1,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.5
50,1,1,1,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5.0
72,1,1,0,0,1,0,1,1,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.3
47,0,1,1,0,0,0,1,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,4.5
53,0,0,0,1,1,1,1,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4.4
61,0,1,1,0,1,0,0,1,1,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5
57,1,0,0,1,1,0,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,4.3
63,1,1,1,0,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.6
52,1,1,0,1,1,0,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.7
59,1,1,0,0,1,0,0,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.9
45,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4.3
53,1,1,1,1,0,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.6
51,1,1,1,1,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4.2
46,0,1,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3.8
67,1,1,1,1,1,0,1,0,1,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.2
50,1,0,0,0,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.3
56,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.1
64,1,0,1,1,0,1,1,1,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4.3
56,1,1,1,0,1,1,0,1,1,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4.1
59,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,4.8
46,1,1,1,1,1,0,1,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,4.0
62,0,1,1,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.7
55,0,0,0,0,0,0,1,1,1,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,4.3
31,1,1,1,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4.6
55,1,0,0,1,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4.1
52,1,1,1,0,1,1,0,1,1,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3.9
70,1,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.9
48,1,1,1,0,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0
47,1,0,1,1,1,1,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.5
54,1,1,1,1,1,1,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9
45,1,1,1,0,1,1,0,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.8
52,1,1,0,1,1,0,1,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4.1
49,1,1,1,1,1,1,0,1,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4.1
59,1,1,1,0,0,1,0,1,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4.9
61,1,1,1,0,1,0,0,0,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.6
72,0,1,1,0,1,0,1,0,1,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4.3
60,1,1,1,1,0,1,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5
58,1,1,1,0,0,1,1,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.1
61,0,0,0,1,1,1,1,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,4.9
47,1,1,1,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4.7
61,1,1,0,1,1,1,1,1,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.8
51,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4.1
72,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4.5
60,0,0,0,0,0,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3
64,0,0,0,1,1,1,1,1,1,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4.8
54,0,1,1,1,1,0,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4.4
51,0,1,0,1,1,0,1,0,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.7
