user_id,gastro_id,puntuacion,texto,created_at
1711,70,2,El producto podría ser más fresco.,2025-07-13 00:00:00
1130,70,3,"Correcto, sin más. Esperaba algo más.",2024-01-18 00:00:00
1051,70,4,,2024-08-08 00:00:00
228,70,5,,2026-03-19 00:00:00
1729,70,3,,2025-12-30 00:00:00
1456,70,4,"Producto fresco y bien tratado, muy satisfecho.",2024-03-25 00:00:00
136,70,5,"La mejor comida del País Vasco, sin exagerar.",2024-10-11 00:00:00
1427,70,5,,2024-07-27 00:00:00
1093,70,3,,2024-11-30 00:00:00
162,70,4,Muy buena relación calidad-precio.,2024-11-13 00:00:00
106,71,5,"La mejor comida del País Vasco, sin exagerar.",2024-02-29 00:00:00
1581,71,4,Muy buena relación calidad-precio.,2025-04-09 00:00:00
405,71,5,,2025-11-13 00:00:00
521,71,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-01-13 00:00:00
330,71,5,"La mejor comida del País Vasco, sin exagerar.",2025-05-23 00:00:00
667,71,3,"Aceptable, hay opciones mejores en la zona.",2024-06-19 00:00:00
1522,71,4,"Buena experiencia, repetiría.",2026-01-20 00:00:00
1042,71,3,"Correcto, sin más. Esperaba algo más.",2024-12-09 00:00:00
411,71,5,,2024-03-06 00:00:00
1763,71,4,Muy buena relación calidad-precio.,2025-05-23 00:00:00
1767,71,5,"Un lujo para el paladar, altamente recomendable.",2026-05-29 00:00:00
768,72,5,"Producto de primera calidad, servicio impecable.",2026-03-02 00:00:00
1560,72,4,Muy buena relación calidad-precio.,2024-08-21 00:00:00
1932,72,4,,2026-05-29 00:00:00
409,72,2,,2025-04-28 00:00:00
1051,72,5,"La mejor comida del País Vasco, sin exagerar.",2026-05-28 00:00:00
579,72,5,"Un lujo para el paladar, altamente recomendable.",2024-08-17 00:00:00
1594,72,4,"Buena experiencia, repetiría.",2024-10-04 00:00:00
1163,72,4,Muy buena relación calidad-precio.,2025-05-29 00:00:00
1279,72,5,,2024-08-16 00:00:00
1604,72,4,"Producto fresco y bien tratado, muy satisfecho.",2024-03-11 00:00:00
801,72,3,"Aceptable, hay opciones mejores en la zona.",2024-12-01 00:00:00
1838,72,4,"Buena experiencia, repetiría.",2024-07-24 00:00:00
1072,72,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-09-05 00:00:00
316,72,4,"Producto fresco y bien tratado, muy satisfecho.",2026-03-02 00:00:00
1402,72,5,"De los mejores que he probado, una joya.",2026-02-17 00:00:00
1595,72,5,,2025-02-23 00:00:00
642,72,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-12-09 00:00:00
158,73,5,"Producto de primera calidad, servicio impecable.",2024-04-16 00:00:00
1474,73,5,"Un lujo para el paladar, altamente recomendable.",2025-05-18 00:00:00
376,73,2,"No cumplió expectativas, he comido mejor.",2025-12-29 00:00:00
1725,73,5,,2024-08-25 00:00:00
1647,73,3,"Aceptable, hay opciones mejores en la zona.",2025-04-14 00:00:00
1089,73,3,,2024-04-07 00:00:00
1431,73,3,"Normal, la calidad era buena pero el servicio flojo.",2024-03-17 00:00:00
636,73,5,,2025-11-09 00:00:00
948,73,4,,2024-09-24 00:00:00
1652,73,2,Servicio lento y actitud mejorable.,2025-12-18 00:00:00
927,73,5,,2025-04-08 00:00:00
721,73,5,,2024-07-26 00:00:00
994,73,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-06-08 00:00:00
1666,73,5,"Producto de primera calidad, servicio impecable.",2025-02-20 00:00:00
676,73,5,"La mejor comida del País Vasco, sin exagerar.",2025-04-07 00:00:00
657,74,4,,2024-05-02 00:00:00
1385,74,5,"Producto de primera calidad, servicio impecable.",2026-04-26 00:00:00
141,74,5,"La mejor comida del País Vasco, sin exagerar.",2026-05-05 00:00:00
350,74,3,,2025-12-29 00:00:00
1720,74,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-02-20 00:00:00
456,74,4,,2024-06-27 00:00:00
1684,74,5,"Un lujo para el paladar, altamente recomendable.",2025-07-23 00:00:00
563,74,5,,2025-04-18 00:00:00
1296,74,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-01-13 00:00:00
1399,74,5,"La mejor comida del País Vasco, sin exagerar.",2024-05-13 00:00:00
1030,74,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-08-19 00:00:00
617,74,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-01-23 00:00:00
428,74,2,,2025-10-23 00:00:00
66,74,5,,2026-05-17 00:00:00
614,74,4,,2024-02-13 00:00:00
1956,75,4,,2025-08-10 00:00:00
219,75,5,"Un lujo para el paladar, altamente recomendable.",2024-01-31 00:00:00
852,75,5,"Producto de primera calidad, servicio impecable.",2024-08-07 00:00:00
88,75,3,,2025-04-01 00:00:00
1490,75,4,,2025-09-26 00:00:00
1844,75,4,"Producto fresco y bien tratado, muy satisfecho.",2025-02-25 00:00:00
564,75,4,Muy buena relación calidad-precio.,2024-10-13 00:00:00
1726,75,5,"De los mejores que he probado, una joya.",2024-09-12 00:00:00
589,75,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-01-26 00:00:00
1829,75,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-03-11 00:00:00
25,77,5,"De los mejores que he probado, una joya.",2024-11-25 00:00:00
943,77,5,,2024-11-22 00:00:00
608,77,5,,2026-04-10 00:00:00
1204,77,4,,2025-04-28 00:00:00
599,77,4,"Rico y bien elaborado, lo recomiendo.",2024-06-12 00:00:00
605,77,4,"Buena experiencia, repetiría.",2025-06-30 00:00:00
1497,77,4,Muy buena relación calidad-precio.,2026-02-21 00:00:00
99,77,3,,2026-05-16 00:00:00
1812,77,3,"Bien pero sin sorpresas, precio algo elevado.",2024-06-29 00:00:00
1714,77,5,,2026-01-25 00:00:00
1344,77,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-12-21 00:00:00
1668,78,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-05-25 00:00:00
1766,78,4,,2026-04-09 00:00:00
1152,78,3,"Aceptable, hay opciones mejores en la zona.",2024-06-28 00:00:00
1039,78,3,,2024-08-26 00:00:00
867,78,4,,2025-05-04 00:00:00
642,78,5,"La mejor comida del País Vasco, sin exagerar.",2026-04-05 00:00:00
875,78,5,"Producto de primera calidad, servicio impecable.",2024-03-01 00:00:00
1556,78,4,"Rico y bien elaborado, lo recomiendo.",2026-03-03 00:00:00
1212,78,5,"Producto de primera calidad, servicio impecable.",2024-03-15 00:00:00
1793,78,4,"Producto fresco y bien tratado, muy satisfecho.",2025-08-23 00:00:00
894,78,4,,2024-05-19 00:00:00
1221,78,3,"Normal, la calidad era buena pero el servicio flojo.",2026-03-21 00:00:00
1272,78,4,"Buena experiencia, repetiría.",2024-06-27 00:00:00
1189,78,3,Ni mal ni especialmente bien.,2026-03-16 00:00:00
1415,78,4,"Rico y bien elaborado, lo recomiendo.",2025-01-22 00:00:00
477,78,3,"Bien pero sin sorpresas, precio algo elevado.",2024-06-30 00:00:00
567,79,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-02-04 00:00:00
415,79,3,Ni mal ni especialmente bien.,2024-02-03 00:00:00
1038,79,4,,2026-04-08 00:00:00
11,79,2,,2025-08-02 00:00:00
15,79,4,"Buena experiencia, repetiría.",2026-02-02 00:00:00
440,79,5,,2024-11-23 00:00:00
77,79,4,Muy buena relación calidad-precio.,2026-04-21 00:00:00
215,79,5,"Producto de primera calidad, servicio impecable.",2025-04-02 00:00:00
684,79,4,,2025-12-10 00:00:00
1613,79,4,,2024-04-20 00:00:00
1152,79,3,,2025-03-24 00:00:00
1030,79,4,"Producto fresco y bien tratado, muy satisfecho.",2025-05-19 00:00:00
592,79,1,"Una decepción total, nos dejaron mal sabor de boca.",2024-04-13 00:00:00
1872,79,5,"De los mejores que he probado, una joya.",2025-10-28 00:00:00
803,79,4,,2025-04-07 00:00:00
1657,80,5,"Producto de primera calidad, servicio impecable.",2024-01-21 00:00:00
1914,80,4,Muy buena relación calidad-precio.,2024-12-16 00:00:00
1652,80,4,Muy buena relación calidad-precio.,2025-07-14 00:00:00
3,80,2,El producto podría ser más fresco.,2025-08-31 00:00:00
1282,80,3,"Correcto, sin más. Esperaba algo más.",2025-03-17 00:00:00
104,80,3,,2025-03-20 00:00:00
519,80,4,,2024-07-29 00:00:00
121,80,3,Ni mal ni especialmente bien.,2026-01-09 00:00:00
1215,80,3,"Aceptable, hay opciones mejores en la zona.",2024-10-31 00:00:00
1385,80,4,,2025-08-08 00:00:00
1890,81,4,Muy buena relación calidad-precio.,2025-01-04 00:00:00
1346,81,4,,2026-04-23 00:00:00
1368,81,4,"Rico y bien elaborado, lo recomiendo.",2024-04-09 00:00:00
729,81,4,,2024-10-25 00:00:00
1193,81,3,"Correcto, sin más. Esperaba algo más.",2024-11-11 00:00:00
20,81,4,"Buena experiencia, repetiría.",2024-04-03 00:00:00
1282,81,4,"Buena experiencia, repetiría.",2025-01-25 00:00:00
1834,81,3,"Aceptable, hay opciones mejores en la zona.",2025-03-26 00:00:00
1231,81,4,,2024-10-02 00:00:00
1755,81,4,,2025-12-14 00:00:00
693,82,4,,2024-12-18 00:00:00
1468,82,5,"De los mejores que he probado, una joya.",2024-08-20 00:00:00
1314,82,5,"De los mejores que he probado, una joya.",2025-03-04 00:00:00
1702,82,4,"Producto fresco y bien tratado, muy satisfecho.",2025-08-09 00:00:00
1396,82,2,Decepcionante para el precio que cobran.,2025-02-08 00:00:00
866,82,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-08-07 00:00:00
1355,82,2,"No volvería, hay mejores opciones cerca.",2024-05-30 00:00:00
555,82,5,"La mejor comida del País Vasco, sin exagerar.",2024-06-20 00:00:00
618,82,4,"Rico y bien elaborado, lo recomiendo.",2024-02-13 00:00:00
1587,82,4,"Producto fresco y bien tratado, muy satisfecho.",2024-07-25 00:00:00
900,82,3,Ni mal ni especialmente bien.,2024-09-21 00:00:00
1605,82,4,Muy buena relación calidad-precio.,2024-03-30 00:00:00
1654,82,5,"Producto de primera calidad, servicio impecable.",2026-05-27 00:00:00
1724,82,4,Muy buena relación calidad-precio.,2026-03-16 00:00:00
308,83,4,"Producto fresco y bien tratado, muy satisfecho.",2024-04-25 00:00:00
51,83,5,,2025-08-25 00:00:00
1301,83,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-04-18 00:00:00
1283,83,5,,2024-10-19 00:00:00
688,83,2,Servicio lento y actitud mejorable.,2024-09-27 00:00:00
145,83,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-04-29 00:00:00
827,83,4,,2024-05-27 00:00:00
630,83,5,"Un lujo para el paladar, altamente recomendable.",2024-02-09 00:00:00
1363,83,5,"La mejor comida del País Vasco, sin exagerar.",2024-02-20 00:00:00
1219,83,5,"Producto de primera calidad, servicio impecable.",2024-01-21 00:00:00
735,83,4,"Buena experiencia, repetiría.",2024-10-14 00:00:00
438,83,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-08-21 00:00:00
1978,83,4,"Producto fresco y bien tratado, muy satisfecho.",2026-03-03 00:00:00
915,83,4,,2025-03-02 00:00:00
1388,83,5,,2025-03-28 00:00:00
280,83,4,"Producto fresco y bien tratado, muy satisfecho.",2026-02-16 00:00:00
978,83,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-06-11 00:00:00
1090,84,5,,2025-12-27 00:00:00
1532,84,5,,2026-05-21 00:00:00
1678,84,5,"La mejor comida del País Vasco, sin exagerar.",2024-07-16 00:00:00
887,84,2,,2024-02-29 00:00:00
610,84,5,"Producto de primera calidad, servicio impecable.",2025-12-22 00:00:00
523,84,4,"Producto fresco y bien tratado, muy satisfecho.",2025-06-01 00:00:00
391,84,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-09-04 00:00:00
117,84,5,"La mejor comida del País Vasco, sin exagerar.",2025-04-30 00:00:00
691,84,5,,2024-06-16 00:00:00
543,84,5,,2026-04-30 00:00:00
405,85,5,,2025-01-30 00:00:00
800,85,5,"La mejor comida del País Vasco, sin exagerar.",2026-05-27 00:00:00
83,85,5,,2024-07-30 00:00:00
956,85,4,Muy buena relación calidad-precio.,2026-03-10 00:00:00
1093,85,3,"Normal, la calidad era buena pero el servicio flojo.",2024-05-15 00:00:00
458,85,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-08-17 00:00:00
1932,85,4,"Buena experiencia, repetiría.",2025-12-30 00:00:00
1826,85,3,"Normal, la calidad era buena pero el servicio flojo.",2025-01-20 00:00:00
1455,85,1,El peor restaurante de la zona.,2025-04-22 00:00:00
1074,85,5,"De los mejores que he probado, una joya.",2025-02-10 00:00:00
1747,85,5,,2025-11-09 00:00:00
259,85,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-10-24 00:00:00
1590,85,4,,2025-12-01 00:00:00
247,85,5,,2024-10-10 00:00:00
1597,85,5,"Producto de primera calidad, servicio impecable.",2025-11-02 00:00:00
556,85,5,"Producto de primera calidad, servicio impecable.",2024-07-11 00:00:00
1762,85,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-04-04 00:00:00
1894,85,3,"Normal, la calidad era buena pero el servicio flojo.",2025-11-07 00:00:00
296,85,5,,2024-01-27 00:00:00
932,85,5,"Producto de primera calidad, servicio impecable.",2025-03-04 00:00:00
1964,85,5,"De los mejores que he probado, una joya.",2025-12-26 00:00:00
973,85,4,"Buena experiencia, repetiría.",2026-01-13 00:00:00
1456,86,4,"Producto fresco y bien tratado, muy satisfecho.",2025-11-18 00:00:00
1396,86,5,,2024-06-23 00:00:00
267,86,4,"Rico y bien elaborado, lo recomiendo.",2024-10-27 00:00:00
604,86,5,,2024-09-21 00:00:00
723,86,5,"La mejor comida del País Vasco, sin exagerar.",2025-11-27 00:00:00
1618,86,3,"Bien pero sin sorpresas, precio algo elevado.",2024-12-29 00:00:00
562,86,5,"Un lujo para el paladar, altamente recomendable.",2026-03-18 00:00:00
424,86,3,Ni mal ni especialmente bien.,2024-10-28 00:00:00
1919,86,5,,2024-02-24 00:00:00
18,86,3,Ni mal ni especialmente bien.,2024-03-13 00:00:00
1996,86,4,,2024-05-02 00:00:00
1362,86,3,"Aceptable, hay opciones mejores en la zona.",2025-02-27 00:00:00
823,88,5,"La mejor comida del País Vasco, sin exagerar.",2024-07-24 00:00:00
822,88,4,"Producto fresco y bien tratado, muy satisfecho.",2024-05-26 00:00:00
132,88,4,Muy buena relación calidad-precio.,2025-05-14 00:00:00
703,88,5,"Producto de primera calidad, servicio impecable.",2025-10-11 00:00:00
220,88,4,"Rico y bien elaborado, lo recomiendo.",2026-02-18 00:00:00
1626,88,4,"Rico y bien elaborado, lo recomiendo.",2025-05-16 00:00:00
1900,88,5,"La mejor comida del País Vasco, sin exagerar.",2025-09-21 00:00:00
146,88,4,"Producto fresco y bien tratado, muy satisfecho.",2025-05-03 00:00:00
1914,88,4,,2024-07-23 00:00:00
1049,88,4,"Buena experiencia, repetiría.",2026-02-14 00:00:00
567,89,4,,2025-11-23 00:00:00
1616,89,5,"La mejor comida del País Vasco, sin exagerar.",2025-12-11 00:00:00
1866,89,2,,2024-04-15 00:00:00
819,89,5,"La mejor comida del País Vasco, sin exagerar.",2024-03-07 00:00:00
1820,89,5,,2024-10-24 00:00:00
650,89,5,"De los mejores que he probado, una joya.",2024-12-11 00:00:00
958,89,5,"La mejor comida del País Vasco, sin exagerar.",2024-12-16 00:00:00
453,89,2,"No cumplió expectativas, he comido mejor.",2024-06-17 00:00:00
1290,89,2,Servicio lento y actitud mejorable.,2024-01-20 00:00:00
1960,89,4,"Rico y bien elaborado, lo recomiendo.",2024-08-04 00:00:00
1439,90,5,"La mejor comida del País Vasco, sin exagerar.",2024-05-06 00:00:00
1654,90,4,Muy buena relación calidad-precio.,2025-01-19 00:00:00
1617,90,2,,2025-07-01 00:00:00
1111,90,4,Muy buena relación calidad-precio.,2025-11-08 00:00:00
1044,90,4,Muy buena relación calidad-precio.,2025-12-07 00:00:00
284,90,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-07-14 00:00:00
1560,90,4,"Rico y bien elaborado, lo recomiendo.",2025-12-12 00:00:00
546,90,4,,2025-03-06 00:00:00
999,90,5,"Producto de primera calidad, servicio impecable.",2025-09-29 00:00:00
573,90,4,,2026-04-30 00:00:00
544,91,3,Ni mal ni especialmente bien.,2024-04-30 00:00:00
1696,91,5,"Un lujo para el paladar, altamente recomendable.",2024-07-22 00:00:00
634,91,5,"De los mejores que he probado, una joya.",2024-07-25 00:00:00
1587,91,4,"Rico y bien elaborado, lo recomiendo.",2024-02-10 00:00:00
1790,91,5,"Un lujo para el paladar, altamente recomendable.",2024-12-04 00:00:00
873,91,4,,2024-04-01 00:00:00
1827,91,3,"Normal, la calidad era buena pero el servicio flojo.",2024-06-01 00:00:00
761,91,3,"Correcto, sin más. Esperaba algo más.",2026-01-10 00:00:00
1932,91,4,"Rico y bien elaborado, lo recomiendo.",2025-04-12 00:00:00
177,91,4,,2025-04-20 00:00:00
1298,92,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-05-22 00:00:00
99,92,5,"Producto de primera calidad, servicio impecable.",2025-03-12 00:00:00
726,92,5,,2026-02-15 00:00:00
1918,92,4,,2024-05-21 00:00:00
1005,92,4,,2025-01-01 00:00:00
871,92,4,"Buena experiencia, repetiría.",2026-01-20 00:00:00
923,92,5,"La mejor comida del País Vasco, sin exagerar.",2024-04-26 00:00:00
421,92,5,"Producto de primera calidad, servicio impecable.",2026-05-05 00:00:00
743,92,4,"Producto fresco y bien tratado, muy satisfecho.",2025-10-26 00:00:00
747,92,2,,2024-05-15 00:00:00
107,92,5,,2026-05-14 00:00:00
1543,92,5,"De los mejores que he probado, una joya.",2025-05-09 00:00:00
841,92,4,"Rico y bien elaborado, lo recomiendo.",2025-09-17 00:00:00
1299,93,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-12-01 00:00:00
800,93,3,"Bien pero sin sorpresas, precio algo elevado.",2025-05-09 00:00:00
1438,93,2,,2025-02-25 00:00:00
400,93,4,,2025-11-01 00:00:00
1787,93,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-02-24 00:00:00
581,93,3,"Bien pero sin sorpresas, precio algo elevado.",2025-11-16 00:00:00
742,93,3,Ni mal ni especialmente bien.,2024-04-07 00:00:00
119,93,5,"Un lujo para el paladar, altamente recomendable.",2024-12-20 00:00:00
221,93,5,"La mejor comida del País Vasco, sin exagerar.",2026-05-09 00:00:00
1036,93,5,"De los mejores que he probado, una joya.",2024-02-25 00:00:00
1931,94,5,"De los mejores que he probado, una joya.",2026-05-19 00:00:00
1042,94,4,"Rico y bien elaborado, lo recomiendo.",2024-03-17 00:00:00
1364,94,5,,2024-12-04 00:00:00
631,94,3,,2024-08-16 00:00:00
1557,94,4,"Rico y bien elaborado, lo recomiendo.",2024-03-21 00:00:00
1554,94,5,"Un lujo para el paladar, altamente recomendable.",2024-03-31 00:00:00
1047,94,4,Muy buena relación calidad-precio.,2025-05-24 00:00:00
1955,94,4,,2025-02-17 00:00:00
248,94,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-04-25 00:00:00
34,94,5,"De los mejores que he probado, una joya.",2025-10-14 00:00:00
1549,94,4,"Rico y bien elaborado, lo recomiendo.",2025-11-01 00:00:00
612,95,5,"Producto de primera calidad, servicio impecable.",2026-04-25 00:00:00
132,95,4,,2025-04-10 00:00:00
459,95,5,"De los mejores que he probado, una joya.",2025-04-29 00:00:00
497,95,4,"Producto fresco y bien tratado, muy satisfecho.",2024-04-26 00:00:00
975,95,4,Muy buena relación calidad-precio.,2024-12-15 00:00:00
1506,95,4,"Buena experiencia, repetiría.",2025-07-14 00:00:00
952,95,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-06-17 00:00:00
118,95,4,"Producto fresco y bien tratado, muy satisfecho.",2024-04-19 00:00:00
1920,95,5,,2024-05-03 00:00:00
1892,95,4,"Producto fresco y bien tratado, muy satisfecho.",2026-04-24 00:00:00
1282,96,4,Muy buena relación calidad-precio.,2026-02-14 00:00:00
784,96,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-05-06 00:00:00
1357,96,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-05-31 00:00:00
524,96,5,"De los mejores que he probado, una joya.",2026-01-23 00:00:00
697,96,5,"De los mejores que he probado, una joya.",2025-05-09 00:00:00
1843,96,3,"Bien pero sin sorpresas, precio algo elevado.",2025-12-09 00:00:00
586,96,4,"Rico y bien elaborado, lo recomiendo.",2024-04-16 00:00:00
946,96,4,"Buena experiencia, repetiría.",2025-05-31 00:00:00
1787,96,3,Ni mal ni especialmente bien.,2025-12-10 00:00:00
1426,96,5,,2024-12-17 00:00:00
126,96,3,"Bien pero sin sorpresas, precio algo elevado.",2024-05-21 00:00:00
293,96,5,"De los mejores que he probado, una joya.",2024-11-02 00:00:00
16,96,4,"Buena experiencia, repetiría.",2025-12-29 00:00:00
1271,96,4,"Rico y bien elaborado, lo recomiendo.",2024-07-24 00:00:00
332,97,4,"Buena experiencia, repetiría.",2025-11-19 00:00:00
898,97,5,"La mejor comida del País Vasco, sin exagerar.",2025-05-30 00:00:00
421,97,4,Muy buena relación calidad-precio.,2026-02-18 00:00:00
103,97,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-11-14 00:00:00
1698,97,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-10-19 00:00:00
1964,97,3,"Correcto, sin más. Esperaba algo más.",2025-06-19 00:00:00
1594,97,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-11-17 00:00:00
1716,97,5,,2026-03-15 00:00:00
488,97,5,,2024-09-13 00:00:00
1925,97,4,,2026-03-14 00:00:00
395,97,4,Muy buena relación calidad-precio.,2025-01-02 00:00:00
1907,97,5,,2025-11-22 00:00:00
1449,98,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-02-02 00:00:00
499,98,5,"Producto de primera calidad, servicio impecable.",2025-12-10 00:00:00
1291,98,4,"Producto fresco y bien tratado, muy satisfecho.",2025-03-02 00:00:00
1342,98,3,"Aceptable, hay opciones mejores en la zona.",2025-07-19 00:00:00
326,98,4,"Rico y bien elaborado, lo recomiendo.",2025-09-27 00:00:00
1138,98,4,"Producto fresco y bien tratado, muy satisfecho.",2026-04-29 00:00:00
1552,98,5,"Producto de primera calidad, servicio impecable.",2026-02-12 00:00:00
1002,98,5,"La mejor comida del País Vasco, sin exagerar.",2026-03-05 00:00:00
25,98,4,,2025-04-04 00:00:00
18,98,4,"Rico y bien elaborado, lo recomiendo.",2024-06-26 00:00:00
720,98,5,,2024-02-11 00:00:00
1860,98,5,"La mejor comida del País Vasco, sin exagerar.",2024-06-13 00:00:00
583,99,4,,2024-12-04 00:00:00
804,99,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-06-06 00:00:00
1846,99,2,"No volvería, hay mejores opciones cerca.",2026-05-13 00:00:00
1988,99,5,"De los mejores que he probado, una joya.",2025-07-17 00:00:00
93,99,5,"Producto de primera calidad, servicio impecable.",2025-06-22 00:00:00
1531,99,4,,2024-03-10 00:00:00
750,99,4,,2025-07-10 00:00:00
794,99,5,,2024-08-14 00:00:00
1517,99,3,"Aceptable, hay opciones mejores en la zona.",2025-01-04 00:00:00
1844,99,5,"De los mejores que he probado, una joya.",2025-06-27 00:00:00
1906,99,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-04-27 00:00:00
1162,99,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-09-28 00:00:00
720,99,5,,2024-11-24 00:00:00
1584,99,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-01-30 00:00:00
505,99,4,Muy buena relación calidad-precio.,2025-06-13 00:00:00
1795,100,5,"De los mejores que he probado, una joya.",2025-04-01 00:00:00
1898,100,5,,2025-10-29 00:00:00
1793,100,3,"Correcto, sin más. Esperaba algo más.",2024-06-20 00:00:00
847,100,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-01-08 00:00:00
1569,100,5,,2025-10-06 00:00:00
958,100,5,"Un lujo para el paladar, altamente recomendable.",2026-05-05 00:00:00
1000,100,5,"Un lujo para el paladar, altamente recomendable.",2025-10-24 00:00:00
411,100,4,,2025-12-03 00:00:00
1188,100,5,"Producto de primera calidad, servicio impecable.",2024-02-08 00:00:00
374,100,5,,2026-03-24 00:00:00
857,101,5,,2026-04-21 00:00:00
79,101,4,,2025-02-01 00:00:00
254,101,4,"Buena experiencia, repetiría.",2024-01-18 00:00:00
1539,101,5,,2024-01-07 00:00:00
1,101,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-02-16 00:00:00
841,101,5,,2025-05-29 00:00:00
1049,101,5,"Producto de primera calidad, servicio impecable.",2025-09-13 00:00:00
112,101,4,"Producto fresco y bien tratado, muy satisfecho.",2025-01-25 00:00:00
1949,101,4,"Producto fresco y bien tratado, muy satisfecho.",2024-06-09 00:00:00
453,101,5,,2025-02-04 00:00:00
1643,104,4,"Buena experiencia, repetiría.",2025-10-11 00:00:00
364,104,4,"Buena experiencia, repetiría.",2024-01-12 00:00:00
749,104,4,Muy buena relación calidad-precio.,2024-02-12 00:00:00
1810,104,5,"De los mejores que he probado, una joya.",2025-07-14 00:00:00
1622,104,3,,2026-02-05 00:00:00
1971,104,5,"La mejor comida del País Vasco, sin exagerar.",2025-02-26 00:00:00
1517,104,3,"Bien pero sin sorpresas, precio algo elevado.",2024-06-13 00:00:00
796,104,4,"Buena experiencia, repetiría.",2024-07-17 00:00:00
1187,104,5,"De los mejores que he probado, una joya.",2026-05-22 00:00:00
1331,104,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-04-17 00:00:00
1032,105,5,,2025-11-18 00:00:00
1022,105,4,,2026-01-13 00:00:00
746,105,5,"Producto de primera calidad, servicio impecable.",2024-05-11 00:00:00
1874,105,5,,2024-10-18 00:00:00
1665,105,5,"Producto de primera calidad, servicio impecable.",2025-05-12 00:00:00
1405,105,4,"Buena experiencia, repetiría.",2025-12-11 00:00:00
1440,105,4,"Buena experiencia, repetiría.",2026-04-07 00:00:00
931,105,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-11-16 00:00:00
1849,105,5,,2026-01-27 00:00:00
1400,105,5,,2025-01-03 00:00:00
1468,105,5,"Un lujo para el paladar, altamente recomendable.",2025-04-18 00:00:00
327,106,4,"Producto fresco y bien tratado, muy satisfecho.",2025-07-18 00:00:00
1581,106,4,Muy buena relación calidad-precio.,2026-05-11 00:00:00
1479,106,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-07-20 00:00:00
776,106,4,Muy buena relación calidad-precio.,2026-01-14 00:00:00
50,106,4,,2025-06-03 00:00:00
1689,106,5,"De los mejores que he probado, una joya.",2025-02-18 00:00:00
24,106,4,,2024-02-07 00:00:00
1418,106,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-04-28 00:00:00
1943,106,4,,2025-02-05 00:00:00
881,106,4,"Buena experiencia, repetiría.",2024-05-17 00:00:00
802,107,5,"Un lujo para el paladar, altamente recomendable.",2025-01-07 00:00:00
262,107,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-12-01 00:00:00
1739,107,5,"Un lujo para el paladar, altamente recomendable.",2024-06-12 00:00:00
315,107,4,"Rico y bien elaborado, lo recomiendo.",2026-01-23 00:00:00
627,107,4,Muy buena relación calidad-precio.,2024-08-12 00:00:00
585,107,4,,2024-09-27 00:00:00
1752,107,4,,2024-07-30 00:00:00
1354,107,5,"Un lujo para el paladar, altamente recomendable.",2025-04-25 00:00:00
1602,107,4,Muy buena relación calidad-precio.,2025-10-26 00:00:00
505,107,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-10-10 00:00:00
1258,107,4,"Buena experiencia, repetiría.",2025-08-15 00:00:00
