nombre,descripcion,municipio,provincia,latitud,longitud,type,tipo-comida,entorno,email,web,web_euskadi,categoria,calidad,valoracion,num_resenas,nivel_precio,url_imagen,nationalPhoneNumber
Lezama,La sidrería Lezama cuenta con dos comedores con decoración rústica. En ...,Lezama,Bizkaia,43.27803712793327,-2.8410601074096964,Restauración,Sidreria,Montes y Valles vascos,sidrerialezama@yahoo.es,https://www.sidrerialezama.com,https://turismoa.euskadi.eus/es/restaurantes/sidreria-lezama/webtur00-content/es/,restaurantes,False,,,,,
Lizeaga,Tradicional sidrería del caserío Gartziategi de Astigarraga.Podemos degustar la mej...,Astigarraga,Gipuzkoa,43.281303,-1.945642,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",lizeaga@lizeaga.eus,https://lizeaga.eus/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-lizeaga/webtur00-content/es/,restaurantes,False,4.7,1621.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJ9b-U7QmvUQ0RrsK8pwiOMWo/photos/Ab43m-vMEm04dgPLONc2ykhaYwL7dLcyq7OkGaw4Bd6fSqwNe19VYLbmT3wG670BPdYsqVoIk9mO2km6ooMxhPLjJnYOrtrRQKmc_7x_M031KIwzHPU_8mn-hbIESFYQO0ZT0e-6gJLlEfRQTgi2NzoHcaFiCDNyTb4BLpqIXZjm77Wp4WKe67Vn8zDzoC408Ec0i77zq60ZKYIEYarjf5B65GTrYDrzShpB_xS51d6Wr_JZFRoBG6Jp9chlrQIfGSP6Kb5FcGxpOlomgaMKPoluIUHLr9iEi7_X4EGruscvN8pahQaQHOKOAfj7HTSQZ4Q8w0xBYQ7Sr_z0cZEb-5FPscxKLtSCZfHPrWNyrxzFA4SygDYJ1ZotYUY5CetjcIC6JNsRWOEluPyp5EnTWbLo3JTEoVJefgr76wDCcC0RTLof1w/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 46 82 90
Loiu,Asador cercano al aeropuerto de Loiu ubicado en el antiguo ferial. Ofrecen diferentes menú...,Loiu,Bizkaia,43.31088261000004,-2.9294813967211897,Restauración,Asador,Montes y Valles vascos,contacto@sidreria-loiu.com,https://www.sidreria-loiu.com,https://turismoa.euskadi.eus/es/restaurantes/asador-loiu/webtur00-content/es/,restaurantes,True,,,,https://places.googleapis.com/v1/places/ChIJGdYy1HdFTg0RZnnLnCYdBrM/photos/Ab43m-uRnfgjO5B1zV-z80fby8-YzgdhGtGrlejd_SOCSMX_vELfvQ6fBoG-SWk7XzIfJ6irhT5wAN5ubgyKBs08PRKI_ckzlmOZ6CqPVS4a_V0Eer5i1h-P-dIP4ha7sS-FtZF47ovKWQ4MZoIR-IV2a8tVgX4yIS42JxMjxeKvQ5p9-YIi0na_YIeSb9QRHku5kNnQm36Exk2nrK6pfQSNNoZswTgwbC_BWHbbcDETY7PgJUSAOoC4NaaL6yom6tiHQ6gjOuEQbbhfrkedfp23u-AsMSQboaw5Au3vQmZLByjPG1KYd8tTqrd5MceP4aLIWyPZOj9uc_h286DCof-3N78WTbk7ZD9LqUh6vBty1vviy7HJCsTsUNLa-eMlbgRg3Dpmk_08K3E5sYtf9dxpwlwe8T2ch7zUxTmpXhg0mW7fZQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,
Mizpiradi,La sidrería Mizpiradi está ubicada en un caserío en plena naturaleza.Adem&aa...,Andoain,Gipuzkoa,43.2187221,-1.9972872,Restauración,Sidreria,Montes y Valles vascos,mizpiradisagardotegia@gmail.com,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-mizpiradi/webtur00-content/es/,restaurantes,False,4.7,176.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJA6KVkQ2yUQ0RTLigsF4X-XM/photos/Ab43m-uz-F025QtsvTjHoKI7N2b3ulZFTPQuMkWQ85dKHBdNf-yBOIBFDuTrMzLPy9UzjH2BY0t1G8yNCZtE7cWuUSItEUBxl__dBmSYttpsXc-nIw6BCfUSx99w55H2IkOH6z76g_SOhxCA4An2vUWfdulYrvOaS5kIXUVVWS1FKdPoqX4VMHucvSig4Mj_cepTYzGoeI16kl09Aebl9XtJkqmKHTuMl7NvNjJceRlZl1DotvoZYRA276ihxgNcbZnvAX-4o-zws1BG9ZM_iDAf8FQS7_McTEbOKxK4LnF8nCS39w/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 59 39 54
Oarso,Sidrería de Errenteria que abre todo el año como restaurante. En época de si...,Errenteria,Gipuzkoa,43.31428216,-1.89737211,Restauración,Sidreria,Montes y Valles vascos,,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-oarso/webtur00-content/es/,restaurantes,False,5.0,2.0,,https://places.googleapis.com/v1/places/ChIJvwL6UXqpUQ0Rxnn8rzMih3U/photos/Ab43m-sTxBck0LLpZ3XfzSnhRvgAv2ytHXb7rGxdaCEAvUDQ8lZtiiCWt-byUgxqaQzEMJ_EX8O10UpFdcazGGMJLjHwJkSpnyoQdRw1AFEnRSiBjNE3UoeOmfNwgJiR2-2jibw3LN6VeXxYJsoiP1Nrnv2x1SvgfMXPHjNz5kuzjlzMOD1cXsUtCppLNH5UqqYLU8pmgN-zq-58jOoXqp-0IQZ-Tsf1UQo3uMaX5Pbo11F5KU2vna38cSYCPPu28heltiHxS7F72e9D1oCqbmooEmymLyTj7ViAmJ-ilz8QdQm5jw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 34 01 42
Oianume,Sidrería creada en 1992 en un antiguo caserío. La mitad de las manzanas empleadas e...,Urnieta,Gipuzkoa,43.23737163,-1.99651863,Restauración,Sidreria,Montes y Valles vascos,,https://www.oianume.com,https://turismoa.euskadi.eus/es/restaurantes/sidreria-oianume/webtur00-content/es/,restaurantes,True,4.5,4159.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJm1OTZfexUQ0RDIobhOeKIJ4/photos/Ab43m-uQGCxoS8cZuUDDnYinu9jNC_9mUFIpEMy2C-9hxGrOUZCjgjec-xIziqDp2nmV0-ROAO36KuiGkbm2UCa9Kr41XZY3H5AsKJCLRLVtR8gIgf_6abWXfa1KjQZEg_JkrCYI0PabXCEM5njhUiq_MONXKjO-EC_K851OIDnNxZV0sIg1OpHC6gRuepteOI2ntsnxGHoTcQnWLjn_F1edAZKHAtPSGd6LjWhPpbH8C4WPzUe2XPTQk8BeEB-fl26PoyisjYFJvOJJ5xJfbJX_1blUBJg5z40NfbjR6kFxqOX5FHN3dmHm3Xe1Cz6zKv68QleG1NMi5X31ZwbLjB0E5GKo5j_wzJI59neKNsWq5C9EE0BRwPblevOHnAoZU3ADAj-TaJGywfpfbtaqKwvRl64hVutL1WMZzXWqTw1_ogIShQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 55 66 83
Oiarbide,"Se trata de una de las sidrerías más antiguas de Astigarraga, con más de 100...",Astigarraga,Gipuzkoa,43.26931,-1.950555,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",oyarbide@oyarbidesagardotegia.com,https://www.oyarbidesagardotegia.com,https://turismoa.euskadi.eus/es/restaurantes/sidreria-oiarbide/webtur00-content/es/,restaurantes,False,4.5,218.0,,https://places.googleapis.com/v1/places/ChIJ1T4JmqmvUQ0Rr_K5zNNPH8o/photos/Ab43m-uI7Z-uF2kYd1o4IPWRZ054Xj49KIQYIePaOAgP5aX0jx42Idi3cldEOya-l03HGVcG3UP3LHWRL2uY5xlOcfJW5tjf2lPTwHdD5OW95o6QfyC6Rc_kaYE30PAhPbzvCqP_dbobPgCwPVae6MtAIlasp09mz3OiQINCxjkNlAhsVVBHNE1nvQGEdo11nh4RPCS5-NfHuUPqyHSokX02FgnuZP9EBhfgZJiFASz46aSwW1goaMl0P37b3IhRwNsQUhSTiZUrjAvOo3mXtYl7AZA6nKeiwRrHc2-063g_GsrIuH9HxMYAi2F8zSdD2_4zbH6u_W_gAmG5xOU7yl7lp_4rGO7IjiobRxk_oV8RGe9Bn1kycw8g3lnJ-zD7Q6CSSnuga5iQWcEF2xhKDEe5k6VGAQSZESmweBab4lETvVhrkg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 55 31 99
Ola,"En su amplio comedor, podremos degustar el típico menú de sidrería y la sidr...",Irun,Gipuzkoa,43.321332420704465,-1.7842959128149687,Restauración,Sidreria,Costa Vasca,info@olasagardotegia.eus,https://olasagardotegia.eus/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-ola/webtur00-content/es/,restaurantes,True,3.8,1615.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJc2qJJpQIUQ0R46TeKBJUbf4/photos/Ab43m-u_CPG21TQgnrCyeGD55M1u7kevHf5m7BsRbynZHOPojzGo49ADitZ_W1aftbjLyYXz_DYcM8r7jp2b7cjGXLIWR6p693WIrsWgRaHTJY0Y9UD3FcGXjiVAdjM9vCtKmQbpeal14DXdlaZqJizSBMXKAVHQiVLJbLCPeWbwsa6vRZeZiRlb7JDfKc4yYQpyWEXnJxfNWJz7DeQSU_pytPW_b0xoX40dGg0sXYeGG6NUQvDMlwAISpD96bYLURKMZLX8VzfY_5T7jsDK4gxha_lwz-HpmT-gBvCui8H-VO3kcjwR0az84-s5TjlJNTgQQdcchS0-HVfzqU0uobhoAL9NVdoS_VajU0fIHWfiPWbHMJMv7plRVdWsQXinxDSZ4H5aYGjposZslkRl8UGmUMaNScxS2Wshr6e8OnI67bZb0w/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 62 31 30
Olagi,"La sidrería Olagi cuenta con dos comedores en los que podremos degustar, además del...",Altzaga,Gipuzkoa,43.06453871,-2.1542995,Restauración,Sidreria,Montes y Valles vascos,olagi.altzaga@gmail.com,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-olagi/webtur00-content/es/,restaurantes,True,5.0,5.0,,https://places.googleapis.com/v1/places/ChIJd7CiGjw3UA0RqkpSo_pc2R8/photos/Ab43m-vun4Zi-Y1AJjQ-Z2a-dslkMKZTUnrsNRnSs2quddH-tw9Drx9J9-U8M_HiHOLQ9Q8s-4mq7NIF8WkMaGg13MwSqJHDKg3u4uMW-HMLowUTDR4sfceBL4sczBLd5BJXeNsazER32Z6OSdwPIWnfg3NUK9TmlsJ7PAHT6kLY4rO2Ekga7DH04dU1rRCPNR8OU___OmaupWTfHccW51YwPt7CMIyPiEFMuUFxrkzMj5EVal4e6lmEkDZbUZMICM6S7jxuTTEbXnMwESQT60J7UfAn9Ro8iJkNoQf3LKSAqI4nNcQWH31fnwtzk6FZOYXkJACCAUHDHNrDPXcBs7fBKYxSspDxI5nkAQA9hT315muah5yN-PAT_epq_f17dmGxIDdDnartAbh29TuuGkUBr50AAxqQ076Ai5BpcHoJDbbkgGkA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 88 77 26
Ordo-Zelai,Sidrería creada en 1993 como elaboradora de sidra y abierta al público en 1996. Est...,Oiartzun,Gipuzkoa,43.2875843,-1.8358318000000509,Restauración,Sidreria,Montes y Valles vascos,,https://ordozelaisagardotegia.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-ordo-zelai/webtur00-content/es/,restaurantes,False,4.2,479.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJWYRSF4oHUQ0Rt4oFojabq3Y/photos/Ab43m-skCcKjRRV9wXZwb-vhnga0wrbVM0NtRVNNsvPn6zw9dLjoC4J-NfzuL8_w-Vlgrf-s8lGyr0uUATr3dfG5SibBn2cz-9KOEqnheQjeiVuto2VZdxxcYdmfuzOgBhxl4IHaPlKH1sFOtuz2fsbAQIQrgXtCBGaceePdl2Xs4CGx0cR8O60Vjn7BidWmezSflJk6Uouzzm9uUGJqBMXVqKphY5n2JothaGZ0AhNmOBDwXJboKWmttBO68GTa5Tw47RMaiy0zV2nJSnVzWHEw9EQ0ogpKJV9rInkHb0SRqjLaZw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 49 16 86
Otegi,"Sidrería de Lasarte-Oria, donde podemos llevar carne para cocinarla. Sólo abre los ...",Lasarte-Oria,Gipuzkoa,43.26897934,-2.00814436,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",ikeretalarraitz@hotmail.com,https://www.sagardoa.eus/32_sidreria-otegi-otegi-sagardotegia-lasarte-oria,https://turismoa.euskadi.eus/es/restaurantes/sidreria-otegi/webtur00-content/es/,restaurantes,False,4.2,195.0,,,943 45 70 67 ext. 6
Otsu Enea,Sidrería ubicada en el caserío Otsua Enea del barrio Osinaga de Hernani.Elabora su ...,Hernani,Gipuzkoa,43.24593815,-1.9635727,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",info@otsua-enea.com,https://www.sagardoa.eus/29_sidreria-otsua-enea-otsua-enea-sagardotegia-hernani,https://turismoa.euskadi.eus/es/restaurantes/sidreria-otsu-enea/webtur00-content/es/,restaurantes,True,4.3,135.0,,https://places.googleapis.com/v1/places/ChIJA-I_ohSuUQ0RJL4rT2CBBtA/photos/Ab43m-sIimbkXA9oCWIwXfDp0UEJae-JiIXqQn_KWtDTRdXMhbwRV0cpCfjuQT822RuVl02Ndm8wHKE6_CaaSecI0XCx7ASsltXBdOIjPX3G3euKwaPldWZbXK5bMhGxkmxT7Yrrfn4YSVhsIB5jM-LvGsXzhJdJOi4sD8h_gUiQXEUWm_uyQ0Ixb3_pxxuESAfKouMIi7_gKhgTIutsvYisTeRzAxT5US1GrnvjveTcS4_qfHDP0k3izK_KsFX1Gy1gp67pdBjULxNd9quFCPGpX2LwGVjUjIxTvn6Nrl6HP8FOmg4W9JV89LSce-7vgoYqGVIYBqv6MMlRWMzEei4lTmmDac0yjTORnwcd6vA99GEPDN7THmPVe9P-4IhkMqXr_vqLhoaxPgnkLXIAHENs4bgEPGlmd3YkHrDy4uy76G-H0CGU/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 55 68 94
Petritegi,La bodega actualmente está regentada por la 5ª generación de la familia Ota&nt...,Astigarraga,Gipuzkoa,43.29106818326372,-1.9413847681228162,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",reservas@petritegi.com,https://www.petritegi.com/es,https://turismoa.euskadi.eus/es/restaurantes/sidreria-petritegi/webtur00-content/es/,restaurantes,True,4.4,3666.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJm579YA2vUQ0RiSkDjDmv8eM/photos/Ab43m-toM8nWuUDzj7Ruepg_3R4tsL2pAgJMumKgH4o1Pvr-4g2iPy5YwNpDXvXb4ztEVx9f4yeOKSy3VZnpcmj0Sl550AwA0PKem6QvcVNC1kG6n-7YSzKkU3U6oq1fR8EOoDWmsDr2_tfm07nmJCqz60mFhU99JgwE-E7mPHF-eSl904K3qvUDDfGNuh32dAohO9ZinWNTC13KgCXFgkHdRqMd_BvsxMhNXTGe2KqLH0WTrgrlU_UYxRRH4URbob_x2LqpsjGaaVOYurjSHtDmzAQ9W17YAsxRP4NZvH3GTtjTJw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 45 71 88
Rezola,La sidrería Rezola dispone de dos comedores en los que además del menú tradi...,Astigarraga,Gipuzkoa,43.2780939,-1.94915134,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",rezolasagardotegia@gmail.com,https://sidreriarezola.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-rezola/webtur00-content/es/,restaurantes,True,4.1,780.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJLx67yQCvUQ0RWbvzgc12Rv8/photos/Ab43m-tfngE_Gof8TfHCh0Bh309cfXiWcjAc5Ju_1oOjSebU05lgQ_h9EpCIf7iEYGzdgI7q_m7LqHZwPO_drWroBsjJ6E7xWmtAyTrZTVUeFXI_puTJCXDVHvxyxscLhDVAXLJB5UzbVwHCFyyLwpEB5CEIDT7bqh9VJCwriGZxs-0RzkBkwSBzm9YkfC85UFGyglM4EV1v91bhzRZGYqRopnpBBnhVvYaASrOypNTtNs2czoXge_Th3sQs3tzT2uUABuY4VtZBNE-pONwD_gXk6RhCsby1piyx5T1RYylM-cza7Q/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,608 14 33 32
Romeral,Sidrería ubicada en Pasaia que ofrece el menú típico de sidrería y si...,Pasaia,Gipuzkoa,43.316258,-1.918658,Restauración,Sidreria,Costa Vasca,,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-romeral/webtur00-content/es/,restaurantes,False,4.4,904.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJ26NQfZKlUQ0R1AB6ANX0NFU/photos/Ab43m-suK-SfKjJct7utT-jBGZ6sfkYQEEhvscb0DBZ8RS8wIR3H4IRnk6k0YL8wlh4xyY2K_15gqC7MMCMMAgGFvYqFLGMu6Mp2aYfcvNkKM0Ibe2imWu2XjVZ5Wha1h--ermBc-I08G38hnJzLfN8Yfo7G02Jn8N9mmLuVIqv86wZHICVLtMjaXdVwPrBaUGo7yOknM5sfpMP5O5FGAKC6ZXKP7AJMsQXeG6myK63ydQybglhKTNxx0mmKEUEZcSiYvThWYwMp1p3jFncTuAn2bRdnAtqql_RjT4PvmZUB0YJ-2rrHEkuIk-m6Wmvr_3LHTFi3yr1Fn_8nxWjSa3VsZ_Ak8nKaHcNQY1qGJKnubJ0b5XTnliDc2YV8xwwVmzzOBCHY0JVuZiWnijkVLT3anUmvjgki0Oy3O9mjSF8KKDlkKQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 39 90 81
Roxario,El restaurante-sidrería Roxario dispone de tres comedores. Además de carta ofrece t...,Astigarraga,Gipuzkoa,43.282277,-1.942382,Restauración,Restaurante,Montes y Valles vascos,,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-roxario/webtur00-content/es/,restaurantes,True,3.8,204.0,,https://places.googleapis.com/v1/places/ChIJcUsytwWvUQ0Rgd28K8igMoA/photos/Ab43m-vOGoJBvNZDSaNJi6oi1gf46HeZoM85WiCDcl8JnS9M6rJzgbAIPbWaW2lNlFXsnwtN5AaYXjwkhzC07RXM-zGhyjsTaXMyT1IrL-qUO5stQiH_Fu_XEiJC7BdXLt6CGbLs_k-IzWWUpwk02PV5Env8q9iURzx6mnCYc2E_xfiPEHlUG8DZGasTjOgRIfLKyQuPRqprg_VUXpYlIvTtirhSg3giV6fk0SyKOu30X1qnGiMmcJmlTP3-_asHefNG-p7DUL__YVdlYNIPLdmYk0rE60okHWBHK_Qp0paiGP95eygT9Dcft3HBTMMN2NatAm1l-F5L7dAhJhQk65VkWYLGv8d44kupmCdzaqsPNbrkxSIZJu4uLkiU6zvc_7A1GmCFBSvy5zn5OrQEkecu4JaSSnD-vcVYf3C0J_It2FIqCjU/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 55 11 38
Rufino,Sidrería tradicional de Hernani que elabora la sidra que más tarde se podrá ...,Hernani,Gipuzkoa,43.26630975,-1.96396398,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",,https://www.rufinosagardotegia.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-rufino/webtur00-content/es/,restaurantes,False,4.6,248.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJX9NUQjGuUQ0R6tBAQ0YfKFY/photos/Ab43m-sxtZZhhSqgQWJih2mN8fHhYbifWyRSAcnknkaS5m9aW_v8JmDKAfKmRlerOZh6UQ_Du5fF9hOUM93s6lgmP4w1lEHM-KuQUqXteUivOe437drLg8dRj0Bg8BRd3BNrfwp_xlbjAdGXIGrlABlKPphL0P6DmogX3KjlcSbhErEKxP2__-aROXN-LpdAIuNo_NCqZarSMqNe-eNUTGzo8TtTmJnWUSK4c4JJUxD-b8z4-7RVCXdfj6Olz-PAuJdWW4NYvfkaTGgGbeYQC_-aBp_vN47ueVbZXXpQfauimnraggb5IjuDg267YB8aJFFz7rVMYOipLQU87nOrTYUdTKzyXgecr1XLmPS4Y6VjSfhBlT7PFyNt8gHm8s_FsDldRir5Ge0Qo4uXS0gLvAGag-gV1MU6VvUB-KC0MR7BSTU/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 33 06 53
Saizar,La sidrería Saizar está ubicada en un antiguo caserío reformado rodeado de m...,Usurbil,Gipuzkoa,43.27546360724959,-2.0418849687866896,Restauración,Sidreria,Montes y Valles vascos,sidreria@sidrassaizar.com,https://www.sidrassaizar.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-saizar/webtur00-content/es/,restaurantes,True,4.4,2263.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJf3OuZL-xUQ0Rp9i7CGnkykQ/photos/Ab43m-slnexxHEWYEilmyUB9_n8q27pr_-6MPkcJ8k8kaG2s0AbQvPGTSsGNm2asf5SlA207PdNhKUaUSIcrzoq-MsJeylTO4yGD9g9mFvC-pC3cbnqREMmpH00TD_e0vTBllgtnliXNJ5kffRPSl0HnAtb57fMpIYqetZaLEFRa4jos82wzlct7n2DQHH4UYgJomWDo9BPmo3l-WcykPYlsuYtnyN5IjUwBydzCT9w1YdkAt_RhiGHK05JtsQBgh76sMoUCtTm1vNSwcazPM8swNEDme0MfUIgALWdPqrBMLpbAbg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 37 39 95
Txirrita,Restaurante sidrería ubicado en el centro de la ciudad. Ofrece menú tradiciona...,Donostia / San Sebastián,Gipuzkoa,43.31520856,-1.9863097,Restauración,Sidreria,"Costa Vasca,San Sebastián",info@txirritasagardotegia.com,https://www.txirritasagardotegia.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-san-bartolome/webtur00-content/es/,restaurantes,False,4.5,975.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJ7zoGrPGvUQ0Ry8g1_pC-rYE/photos/Ab43m-vEaIPbbTFVXfBW4KcwOrdwOyWA2Zwd7Yspw-Ml1Qk_QYjoZ0Es0RRIZUTHcjH4VmVnNouJA0zFq0TMhzrATTLLnVT6Zq1WDac-7cvzu_6KSyvvlbS_klArGFML16VS_jzrxs5dGoxXqftEmKSzdcIWdlG0TBEEKKP2JiiPIXJ5AEoyKM_d1IT-cuaY0CVFKf5tJOsIlsgK8L_bxclM18ONdeH9uXmRLNgAhS7v_BgJOsKahMKdftdspZSqvs4en2CQN92rvQEuXKnALZNAScfieRY5P6PrWzRMT0Z83p8at_rEFHsaQsjWMmvoqRT8CSFjuReRs2WMqaUlNmX80268RHtx7acCFfLXhY-wScy4M6MNVKl4oruzMv8WYf9fvPRXNPPrreRTS3O6Q491lj5gt-5GWBRXAQ7lHZq_teLy6w/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 45 69 60
La Sidre,Restaurante asador ubicado en Vitoria-Gasteiz con una amplia oferta de platos.Dispone tambi&eacut...,Vitoria-Gasteiz,Araba/Álava,42.83632490516457,-2.701907157897949,Restauración,Sidreria,Vitoria-Gasteiz,lasidrearmentia@hotmail.com,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-la-sidre/webtur00-content/es/,restaurantes,False,4.1,528.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJyWGSzv_BTw0RBDm7gr0kCvI/photos/Ab43m-uhOuT9ntF7xLDFaZ-ILiCLavdkAfZHdrsWYlrxpDjw-ZJo7CQSI8annm5fJPd-h15b4T-ViWvXiBpJVo8zL4C8SAlpvp7PtGR6qsw0jniKYGEhVkExJ8RhVHkO68gFQlJBvnlEn60kH8cHvhhdX6SWTG-MgOKW6tb2g7X75JMxyPE5_vZGq1l480cYm0h0EKGYSkFgQPYdLNlHpO10W-mJCpw_L9Xzgeb1dUtKVSGTt0HCE0laRwKmgnmk4QtQxbO1N3Nk8u1ENtl7_1bEny-8trZEO--nDw80mmx6bl93wICUpbelksc5pmE5rNN4PWbbdTOxuyUJdslbzQsCFWAGjVlcoYkOYgASFlYPXHrO0URKE5kB6FDsSYLYshcv22Tq77a2akx25NnOmZOvgLsd6VvmqmFxCQc4UeFCLKmXzD8E/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,945 13 15 65
San Roque,Pequeño bar que dispone de algunas mesas en las que ofrece menú de sidrería ...,Barakaldo,Bizkaia,43.2636925,-3.0148186,Restauración,Sidreria,"Montes y Valles vascos,Bilbao",,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-san-roque/webtur00-content/es/,restaurantes,False,,,,,
Sarasola,"Tradicional sidrería ubicada en el caserío Oiarbide, donde degustar de la mejor sid...",Astigarraga,Gipuzkoa,43.26850571,-1.94526136,Restauración,Sidreria,"Montes y Valles vascos,San Sebastián",,https://sidreriasarasola.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-sarasola-astigarraga/webtur00-content/es/,restaurantes,False,3.3,169.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJe8GoBFauUQ0Rq8M0nMoxlYI/photos/Ab43m-uiCY9vQd-FAH5AQ1t4GbkTwn5OgaueVZf7ddDTjY52ZnGbX1uWe9nnrOO1dVVyVOoj2Dmhwzs1ZZChkNfbF9hF4cpFnt02-V2p9EwQOz2DyF59vROQIed99v1S_fTRcnBLdtcuMB94UnP24kq9pKrXZ2XmxO-yR6k7hMeZ3EUD-4N2kgwlWrjcikZGXWGG3KGVRGNnfy1rvoMUw-iembLjyO746FkImBximyzQ6-w4ccW9Tl8hoA65gpMeHaBiDUCFWyyNdTSUeO8E2tHlEUoeisR9IEgWp96daJuoJ8aJhQzPy-2JGUwpbSlrFToZ0D_a7iDyCY02EVwWOP-4K7aJrCAeSsKlgnMQdxXJ7Gf1_vB9tZQxMjS7vPqjNfhVX8b4FG6xTzoPtdogum717c9hIb6N93P3iE3-o9vzcmmkcfE3/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 55 57 46
