id,user_id,gastro_id,puntuacion,texto,created_at
2001,185,72,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-15 15:37:00
2002,715,72,1,El peor sitio en el que he comido últimamente. Una estafa.,2026-05-09 14:04:00
2003,1602,72,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-26 16:11:00
2004,191,72,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-08 22:13:00
2005,799,72,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-05-19 17:56:00
2006,84,72,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-24 18:23:00
2007,221,72,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-02 21:14:00
2008,841,72,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-23 14:45:00
2009,1354,72,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-04 22:11:00
2010,1627,73,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-06 22:19:00
2011,392,73,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-25 18:24:00
2012,1284,73,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-22 13:20:00
2013,1692,73,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-06 18:15:00
2014,1271,73,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-08 21:34:00
2015,414,73,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-21 17:50:00
2016,526,73,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-28 20:33:00
2017,1721,73,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-08 18:21:00
2018,1866,73,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-24 18:16:00
2019,1321,73,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-02 20:11:00
2020,1552,73,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-13 18:02:00
2021,850,73,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-05 22:36:00
2022,1031,73,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-07 16:04:00
2023,1534,73,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-28 17:46:00
2024,1801,73,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-11 17:10:00
2025,589,73,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-23 17:27:00
2026,1189,73,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-10 21:23:00
2027,1945,73,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-19 19:52:00
2028,1988,73,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-17 21:40:00
2029,1587,74,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-19 13:09:00
2030,274,74,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-01 12:14:00
2031,1713,74,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-03-28 20:06:00
2032,949,74,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-22 18:56:00
2033,866,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-03 14:15:00
2034,263,74,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-14 16:24:00
2035,348,74,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-08 18:02:00
2036,777,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-09 15:42:00
2037,568,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-13 16:58:00
2038,215,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-12 17:15:00
2039,1121,74,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-05 15:58:00
2040,1930,74,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-22 17:54:00
2041,759,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-16 22:09:00
2042,295,74,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-11 13:12:00
2043,860,74,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-25 18:33:00
2044,1247,74,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-27 15:08:00
2045,936,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-14 21:18:00
2046,1705,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-21 12:00:00
2047,1395,74,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-04 19:03:00
2048,730,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-07 22:21:00
2049,1364,74,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-04-11 17:50:00
2050,1075,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-10 21:59:00
2051,1828,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-12 20:18:00
2052,61,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-08 12:37:00
2053,1986,74,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-13 18:30:00
2054,1398,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-04 22:26:00
2055,746,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-09 18:41:00
2056,325,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-23 15:22:00
2057,162,74,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-19 21:12:00
2058,1232,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-21 14:01:00
2059,912,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-06 16:12:00
2060,1638,74,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-09 18:24:00
2061,1449,74,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-06 12:54:00
2062,1175,74,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-16 13:55:00
2063,1633,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-02 19:39:00
2064,640,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-14 17:20:00
2065,16,74,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-04-28 16:49:00
2066,1486,74,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-11 19:42:00
2067,544,74,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-11 16:30:00
2068,1485,74,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-25 20:12:00
2069,112,74,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-09 14:53:00
2070,1517,74,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-25 22:00:00
2071,1934,74,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-09 20:07:00
2072,1010,75,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-25 19:30:00
2073,1797,75,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-06 22:38:00
2074,586,75,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-18 13:50:00
2075,1897,75,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-04 20:57:00
2076,255,75,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-15 15:47:00
2077,1530,75,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-26 18:59:00
2078,536,75,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-19 17:42:00
2079,496,75,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-23 13:06:00
2080,1827,75,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-13 22:29:00
2081,821,75,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-23 22:13:00
2082,1042,75,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-28 19:33:00
2083,1310,75,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-03 12:44:00
2084,1631,75,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-19 13:00:00
2085,677,75,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-10 19:57:00
2086,1637,75,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-04-09 15:42:00
2087,1901,75,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-15 16:19:00
2088,1692,75,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-14 22:43:00
2089,698,75,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-21 13:55:00
2090,1110,75,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-28 17:35:00
2091,1562,75,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-21 17:20:00
2092,1264,75,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-07 18:49:00
2093,1820,75,2,No tuvimos una buena experiencia. Mucha espera.,2026-04-23 21:11:00
2094,617,75,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-22 20:17:00
2095,627,75,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-10 22:58:00
2096,160,77,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-24 19:27:00
2097,1148,77,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-01 18:07:00
2098,1626,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-19 21:29:00
2099,1286,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-01 19:46:00
2100,1275,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-05 13:24:00
2101,701,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-23 14:38:00
2102,290,77,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-19 20:19:00
2103,395,77,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-20 18:56:00
2104,465,77,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-01 17:22:00
2105,1972,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-01 19:41:00
2106,271,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-21 17:07:00
2107,426,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-09 15:38:00
2108,283,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-19 15:36:00
2109,1667,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-11 16:31:00
2110,355,77,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-05-16 12:38:00
2111,316,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-15 12:13:00
2112,1162,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-09 17:04:00
2113,1954,77,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-03-16 14:17:00
2114,1389,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-09 19:31:00
2115,908,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-10 19:07:00
2116,96,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-22 17:11:00
2117,1805,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-10 17:06:00
2118,854,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-11 13:30:00
2119,429,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-04 16:48:00
2120,490,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-10 18:28:00
2121,756,77,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-17 22:16:00
2122,521,77,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-05-23 22:34:00
2123,313,77,1,El peor sitio en el que he comido últimamente. Una estafa.,2026-04-07 14:52:00
2124,1604,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-19 13:04:00
2125,303,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-04 15:22:00
2126,1610,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-19 13:29:00
2127,869,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-19 18:41:00
2128,153,77,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-16 17:06:00
2129,110,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-17 12:42:00
2130,208,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-18 19:00:00
2131,1454,77,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-05 13:25:00
2132,42,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-27 12:15:00
2133,449,77,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-23 15:22:00
2134,771,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-26 22:16:00
2135,1423,77,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-28 12:08:00
2136,337,78,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-20 14:02:00
2137,923,78,1,El peor sitio en el que he comido últimamente. Una estafa.,2026-05-07 15:49:00
2138,1684,78,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-04-24 13:42:00
2139,560,78,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-09 21:17:00
2140,1176,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-01 17:14:00
2141,1224,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-11 14:36:00
2142,767,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-12 12:55:00
2143,226,78,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-19 22:18:00
2144,555,78,2,No tuvimos una buena experiencia. Mucha espera.,2026-05-18 17:11:00
2145,383,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-16 12:26:00
2146,1892,78,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-27 20:44:00
2147,113,78,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-23 22:18:00
2148,1901,78,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-04-13 16:28:00
2149,542,78,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-07 21:46:00
2150,939,78,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-06 13:59:00
2151,1426,78,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-20 17:51:00
2152,847,78,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-04-08 13:09:00
2153,291,78,2,Demasiado caro para lo que ofrecen. El producto no nos pareció tan fresco.,2026-04-05 15:54:00
2154,251,78,1,Un desastre absoluto de principio a fin. Evitadlo.,2026-03-17 18:31:00
2155,1028,78,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-03 15:38:00
2156,1799,78,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-10 12:33:00
2157,17,78,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-05-28 14:04:00
2158,1308,78,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-08 12:13:00
2159,1214,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-16 21:40:00
2160,705,78,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-10 19:20:00
2161,1970,78,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-22 15:41:00
2162,1844,78,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-14 21:22:00
2163,1516,78,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-12 22:48:00
2164,1808,78,2,No tuvimos una buena experiencia. Mucha espera.,2026-03-07 20:57:00
2165,1054,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-18 17:37:00
2166,237,78,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-01 19:09:00
2167,425,78,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-07 18:23:00
2168,1233,78,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-14 12:37:00
2169,1730,79,2,Demasiado caro para lo que ofrecen. El producto no nos pareció tan fresco.,2026-05-07 12:11:00
2170,1850,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-07 18:12:00
2171,1816,79,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-16 20:35:00
2172,1885,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-06 21:29:00
2173,1105,79,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-27 19:36:00
2174,1895,79,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-11 22:35:00
2175,463,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-08 20:23:00
2176,1225,79,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-24 13:24:00
2177,1633,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-10 14:52:00
2178,812,79,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-23 20:33:00
2179,1130,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-16 14:29:00
2180,1026,79,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-03 12:39:00
2181,1682,79,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-20 16:21:00
2182,263,79,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-02 16:39:00
2183,314,79,1,El peor sitio en el que he comido últimamente. Una estafa.,2026-03-05 22:30:00
2184,1112,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-20 21:35:00
2185,1156,79,1,Una experiencia terrible. Mal trato por parte del personal y comida incomible.,2026-05-12 16:54:00
2186,406,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-03-15 17:59:00
2187,1111,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-07 13:21:00
2188,555,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-21 18:41:00
2189,715,79,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-15 18:16:00
2190,1308,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-28 14:11:00
2191,1155,79,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-03-07 21:58:00
2192,1514,79,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-28 13:41:00
2193,1923,79,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-11 15:17:00
2194,1575,79,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-16 16:48:00
2195,699,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-07 18:42:00
2196,1404,79,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-04-24 19:00:00
2197,1641,79,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-17 19:12:00
2198,282,79,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-17 14:37:00
2199,990,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-09 12:32:00
2200,946,79,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-05-09 17:18:00
2201,1936,79,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-05-16 14:34:00
2202,1758,79,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-15 21:45:00
2203,823,79,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-09 14:44:00
2204,231,79,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-14 13:06:00
2205,1183,79,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-13 13:12:00
2206,1406,79,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-24 16:20:00
2207,1526,79,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-01 15:32:00
2208,1665,79,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-13 14:48:00
2209,508,79,1,Un desastre absoluto de principio a fin. Evitadlo.,2026-05-15 21:48:00
2210,44,79,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-09 16:55:00
2211,571,79,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-03-23 19:58:00
2212,465,79,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-03-20 12:13:00
2213,722,79,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-17 20:12:00
2214,1013,80,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-02 19:27:00
2215,63,80,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-14 15:47:00
2216,1997,80,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-05 21:06:00
2217,1482,80,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-17 15:00:00
2218,1191,80,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-04-14 19:40:00
2219,473,80,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-01 12:36:00
2220,1617,80,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-05-02 13:41:00
2221,910,80,4,"Todo muy rico, buena atención y raciones generosas.",2026-04-13 12:21:00
2222,62,80,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-05-09 13:25:00
2223,25,80,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-04-14 17:11:00
2224,1249,80,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-11 16:44:00
2225,1567,80,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-03-08 16:58:00
2226,1010,80,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-04-07 21:49:00
2227,1681,80,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-05-26 19:06:00
2228,1961,80,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-24 20:41:00
2229,1653,80,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-02 17:49:00
2230,1647,80,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-05-18 15:37:00
2231,1573,80,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-15 18:41:00
2232,269,80,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-20 15:10:00
2233,812,80,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-13 17:05:00
2234,346,80,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-03-26 16:00:00
2235,1049,80,5,Una experiencia gastronómica increíble. Todo riquísimo y el ambiente inmejorable.,2026-05-10 19:35:00
2236,458,80,3,"Buen ambiente, pero la comida nos dejó un poco indiferentes.",2026-05-02 22:20:00
2237,51,80,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-04-19 13:10:00
2238,1552,80,4,Muy buena comida y ambiente agradable. Volveremos.,2026-04-03 19:52:00
2239,1920,80,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-16 18:47:00
2240,274,80,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-26 14:20:00
2241,219,80,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-04 13:10:00
2242,1042,80,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-05-13 16:41:00
2243,778,80,5,Espectacular. El producto es de primerísima calidad y el trato exquisito.,2026-05-16 20:04:00
2244,478,80,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-13 14:54:00
2245,112,80,4,"Todo muy rico, buena atención y raciones generosas.",2026-05-03 15:40:00
2246,805,80,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-18 15:30:00
2247,1131,80,2,Demasiado caro para lo que ofrecen. El producto no nos pareció tan fresco.,2026-05-01 12:33:00
2248,1221,81,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-05-12 12:59:00
2249,1001,81,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-03-14 13:04:00
2250,237,81,1,Un desastre absoluto de principio a fin. Evitadlo.,2026-03-01 19:16:00
2251,774,81,4,Muy buena comida y ambiente agradable. Volveremos.,2026-05-20 13:46:00
2252,630,81,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-04-25 15:13:00
2253,1159,81,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-03-19 19:44:00
2254,38,81,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-04-19 14:54:00
2255,264,81,2,Decepcionante. El servicio fue bastante despistado y la comida llegó fría.,2026-04-03 13:20:00
2256,331,81,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-01 17:27:00
2257,775,81,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-05-08 13:28:00
2258,225,81,4,Gran sitio para ir en cuadrilla o familia. Los platos tradicionales muy bien ejecutados.,2026-04-13 15:31:00
2259,1842,81,5,"Comida espectacular, servicio impecable. De los mejores sitios sin duda.",2026-05-26 17:24:00
2260,1166,81,2,No tuvimos una buena experiencia. Mucha espera.,2026-04-08 14:51:00
2261,1621,81,1,Un desastre absoluto de principio a fin. Evitadlo.,2026-05-12 19:24:00
2262,1388,81,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-13 21:46:00
2263,1528,81,3,Comida correcta sin grandes sorpresas. El servicio podría mejorar un poco.,2026-03-09 13:43:00
2264,1543,81,3,Sitio normal. El producto es bueno pero la ejecución se queda algo justa.,2026-04-16 12:15:00
2265,842,81,4,Muy buena comida y ambiente agradable. Volveremos.,2026-03-23 16:56:00
