Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84
Ekoetxea Añana-Sobron,Ekoetxea Añana Sobron nos ayuda a descubrir la importancia del agua en nuestras videas. Si...,Museo,"La Presa, 2",Lantarón,Araba/Álava,,Montes y Valles vascos,info.sobron@ekoetxea.eus,945 359 235,https://ekoetxea.eus/es/sobron/,https://turismoa.euskadi.eus/es/museos/ekoetxea-anana-sobron/webtur00-content/es/,0.0,0.0,0.0,,"42.76645,-3.0908681",42.76645,-3.0908681
Mendietxe Museoa,"El Mendietxe Museoa, situado en Azpeitia, es un espacio único dedicado al mundo del alpini...",Museo,"Loiolako Inazio hiribidea, 20",Azpeitia,Gipuzkoa,,Montes y Valles vascos,mendiarenetxea@gmail.com,601 925 006,https://mendietxemuseoa.eus/,https://turismoa.euskadi.eus/es/museos/mendietxe-museoa/webtur00-content/es/,0.0,0.0,0.0,,"43.1802669,-2.2733295",43.1802669,-2.2733295
'Biartea' Bizkaiko Artisau Elkartea,Biartea es una asociación profesional sin ánimo de lucro que agrupa y representa a...,Artesanos y asociaciones,"Hurtado de Amézaga, 27- Piso 16 Dpto. 10.",Bilbao,Bizkaia,48008.0,Bilbao,biartea@biartea.org,944 101 146,,https://turismoa.euskadi.eus/es/artesania/biartea-bizkaiko-artisau-elkartea/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.25731611140031,-2.9335773613769334",43.25731611140031,-2.9335773613769334
Ereintza,Fue la primera sociedad cultural que se dedicó a potenciar la artesanía tradicional...,Artesanos y asociaciones,"Juan de Olazabal, 23",Errenteria,Gipuzkoa,20100.0,Montes y Valles vascos,artesania@ereintza.com,943 526 553,http://www.ereintza.com,https://turismoa.euskadi.eus/es/artesania/ereintza/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3139619,-1.9031299",43.3139619,-1.9031299
Gabiltza. Gipuzkoako Artisauen Biltzarra / Asociación Artesana de Gipuzkoa.,La asociación de artesanos de Gipuzkoa GABILTZA fue creada en 1996 para regular el sector...,Artesanos y asociaciones,"Avenida Tolosa, 79 - 6º C. Apdo. 984",Donostia / San Sebastián,Gipuzkoa,20080.0,"Costa Vasca,San Sebastián",infor@gabiltza.org,656 732 474,http://www.gabiltza.org,https://turismoa.euskadi.eus/es/artesania/gabiltza-gipuzkoako-artisauen-biltzarra-asociacion-artesana-de-gipuzkoa/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.30755680000001,-2.0082195999999612",43.30755680000001,-2.008219599999961
Colectivo Lur / Lur Kolektiboa,"Colectivo que agrupa los talleres artesanos, principalmente de Donostialdea, pero también ...",Artesanos y asociaciones,Apdo. Correos 3158,Donostia / San Sebastián,Gipuzkoa,20002.0,"Costa Vasca,San Sebastián",lurkolektiboa@gmail.com,,http://lurkolektiboa.org/,https://turismoa.euskadi.eus/es/artesania/colectivo-lur-lur-kolektiboa/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.318334,-1.9812312999999904",43.318334,-1.9812312999999904
Arbaso,Arbaso> es una asociación de artesanos de >Euskadi> dedicado al fomento de la ar...,Artesanos y asociaciones,"Murueta kalea, 19",Abadiño,Bizkaia,48220.0,Montes y Valles vascos,artisautza@arbaso.com,946 218 196,http://www.arbaso.com,https://turismoa.euskadi.eus/es/artesania/arbaso/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.16921104,-2.62254663",43.16921104,-2.62254663
Centro Cultural Montehermoso,El Centro Cultural Montehermoso de Vitoria-Gasteiz cuenta con varias zonas destinadas a expo...,Auditorios; Museos; Galerías de arte y salas de exposiciones,"Fray Zacarías Martínez, 2",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,info.montehermoso@vitoria-gasteiz.org,945 161 830,http://www.montehermoso.net/,https://turismoa.euskadi.eus/es/museos/centro-cultural-montehermoso/webtur00-content/es/,1.0,100.0,0.0,Patrimonio Cultural,"42.8496655,-2.67299730000002",42.8496655,-2.67299730000002
Iraurgiko San Martin Ondare Lekua,"La ermita de San Martín, cuenta con una serie de valores patrimoniales de indudable inter&...",Auditorios; Museos; Galerías de arte y salas de exposiciones,Bº San Martin,Azkoitia,Gipuzkoa,20720.0,Montes y Valles vascos,,943 857170;,,https://turismoa.euskadi.eus/es/museos/iraurgiko-san-martin-ondare-lekua/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.178205,-2.31164",43.178205,-2.31164
Teatro Barakaldo,"El teatro Barakaldo acoge gran número de actividades culturales cada año, desde la ...",Teatros y Cines,"Juan Sebastián Elcano, 4",Barakaldo,Bizkaia,48901.0,Bilbao,teatro@barakaldo.eus,944 780 600,https://www.teatrobarakaldo.com/,https://turismoa.euskadi.eus/es/teatros-cines/teatro-barakaldo/webtur00-content/es/,1.0,1000.0,1.0,Patrimonio Cultural,"43.29678406927969,-2.98747836749385",43.29678406927969,-2.98747836749385
Teatro Principal Antzokia,Cerrado TemporalmenteEl Teatro Principal Antzokia es escenario de numerosos espectáculos d...,Teatros y Cines,"San Prudencio, 29",Vitoria-Gasteiz,Araba/Álava,1005.0,Vitoria-Gasteiz,infoteatros@vitoria-gasteiz.org,945 161 274,https://www.vitoria-gasteiz.org/,https://turismoa.euskadi.eus/es/teatros-cines/teatro-principal-antzokia/webtur00-content/es/,0.0,996.0,1.0,Patrimonio Cultural,"42.844126693343476,-2.67060915710249",42.84412669334348,-2.67060915710249
Teatro Principal-Antzoki Zaharra,"Situado en plena parte vieja, el teatro Principal es el más antiguo de Donostia-San Sebast...",Teatros y Cines,"Calle Mayor, 1",Donostia / San Sebastián,Gipuzkoa,20003.0,"Costa Vasca,San Sebastián",donostiakultura@donostia.eus,943 48 19 71,,https://turismoa.euskadi.eus/es/teatros-cines/teatro-principal-antzoki-zaharra/webtur00-content/es/,0.0,576.0,1.0,Patrimonio Cultural,"43.3224381031843,-1.9857558041802577",43.3224381031843,-1.9857558041802577
Teatro Arriaga,El Teatro Arriaga es uno de los centros culturales más importantes de Bilbao. El edificio ...,Teatros y Cines,"Pza. del Arriaga, 1",Bilbao,Bizkaia,48920.0,Bilbao,informacion@teatroarriaga.eus,944 163 533,https://www.teatroarriaga.eus,https://turismoa.euskadi.eus/es/teatros-cines/teatro-arriaga/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.2595067442652,-2.9249033331871033",43.2595067442652,-2.924903333187104
Ermita de La Antigua - Santa María de Zumarraga,La ermita de Santa María (La Antigua) de Zumarraga está considerada como la ca...,Patrimonio cultural,"Beloki Hiribidea, s/n",Zumarraga,Gipuzkoa,20700.0,Montes y Valles vascos,turismobulegoa@urolagaraia.com,616 245 463,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santa-maria-de-zumarraga-la-antigua/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.09096533979687,-2.303607169311588",43.09096533979687,-2.303607169311588
Artisau,La asociación Artisau surgió en el año 1992 con el fin de fomentar y promoci...,Artesanos y asociaciones,Apdo. 49,Vitoria-Gasteiz,Araba/Álava,1080.0,Vitoria-Gasteiz,artisau.alava@gmail.com,610042947,http://www.artisau.com,https://turismoa.euskadi.eus/es/artesania/artisau/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.837045,-2.675865",42.837045,-2.675865
Asociación de artesanos de nueva creación ARKE,La asociación de artesanos de nueva creación ARKE engloba a un grupo de artesanos ...,Artesanos y asociaciones,"Herrería 18, bajo",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,zeramika_kaina@yahoo.es,945 281 396,,https://turismoa.euskadi.eus/es/artesania/asociacion-de-artesanos-de-nueva-creacion-arke/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.84700888,-2.67415325",42.84700888,-2.67415325
Puerto de Armintza,"La tranquila localidad de Armintza, en el municipio de Lemoiz, cuenta con un pintoresco y peque&n...",Puertos pesqueros,"Portubidea Kalea, 17",Lemoiz,Bizkaia,48620.0,Costa Vasca,,946 879 065,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-armintza/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.43275669681864,-2.898385812897459",43.43275669681864,-2.898385812897459
Puerto de Bermeo,"El puerto de Bermeo, que ha venido funcionando como puerto marítimo comercial y pesquero d...",Puertos pesqueros,"Fraile Leku, 1",Bermeo,Bizkaia,48370.0,Costa Vasca,bermeo@ekpsa.eus,946 880 232,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-bermeo/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.41904755354263,-2.7203076876968546",43.41904755354263,-2.7203076876968546
Puerto de Ea,El pequeño puerto de Ea está situado en la orilla de la desembocadura del rí...,Puertos pesqueros,"Kai bidea, s/n",Ea,Bizkaia,48287.0,Costa Vasca,,,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-ea/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.38430481545475,-2.583174995492641",43.38430481545475,-2.583174995492641
Puerto de Elantxobe,"El puerto de Elantxobe, pintoresco enclave del litoral vasco, se cobija en el macizo del cabo de ...",Puertos pesqueros,"Portu Kalea, 15",Elantxobe,Bizkaia,48310.0,Costa Vasca,,946 276 101,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-elantxobe/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.40343817982816,-2.6382188917876874",43.40343817982816,-2.6382188917876874
Puerto de Lekeitio,"El puerto de Lekeitio está ubicado muy cerca de la desembocadura del río Lea, con l...",Puertos pesqueros,"Txatxo Kaia, 34",Lekeitio,Bizkaia,48280.0,Costa Vasca,,946 840 500,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-lekeitio/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3638309014294,-2.501830805418419",43.3638309014294,-2.501830805418419
Puerto de Mundaka,"En la desembocadura de la ría de Urdaibai, en su margen occidental, se asienta el peque&nt...",Puertos pesqueros,"Muelle de Mundaka, s/n",Mundaka,Bizkaia,48360.0,Costa Vasca,,946 876 000,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-mundaka/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.40795482295791,-2.698243260383606",43.40795482295791,-2.698243260383606
Puerto de Ondarroa,"El puerto de Ondarroa, situado en la desembocadura del río Artibai, es uno de los muelles ...",Puertos pesqueros,"Muelle Egidazu, s/n",Ondarroa,Bizkaia,48700.0,Costa Vasca,,946 830 807,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-ondarroa/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.324412725906534,-2.4204771232988365",43.32441272590653,-2.4204771232988365
Puerto de Plentzia,"El puerto de Plentzia, más conocido como ""La Gallarda"", se ubica en el interior ...",Puertos pesqueros,"Arraun Kalea, 2",Plentzia,Bizkaia,48620.0,Costa Vasca,,944 361 706,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-plentzia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.40733685173026,-2.945371243377628",43.40733685173026,-2.945371243377628
Puerto de Deba,"El histórico puerto de Deba, desde el que antiguamente se exportaba la lana castellana al ...",Puertos pesqueros,Paseo Ana Sarrina,Deba,Gipuzkoa,20820.0,Costa Vasca,mutriku@ekpsa.eus,943 603 326,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-deba/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.292887951939505,-2.355966567993164",43.29288795193951,-2.355966567993164
Puerto de San Sebastián,El puerto de San Sebastián se encuentra en el extremo oriental de la bahía de La Co...,Puertos pesqueros,"Kaia, 23",Donostia / San Sebastián,Gipuzkoa,20003.0,"Costa Vasca,San Sebastián",donostia@ekpsa.eus,943 000 464,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-san-sebastian/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3229458739764,-1.9904570609509342",43.3229458739764,-1.9904570609509344
Puerto de Getaria,"El puerto de Getaria, entre la localidad y la isla de San Antón, es uno de los refugios m&...",Puertos pesqueros,"Puerto, 28",Getaria,Gipuzkoa,20808.0,Costa Vasca,getaria@ekpsa.eus,943 896 129,http://www.ekpsa.eus,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-getaria/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.30659979,-2.199544043278805",43.30659979,-2.199544043278805
Puerto de Hondarribia,Nos encontramos ante uno de los puertos de bajura más importantes de la costa vasca.C...,Puertos pesqueros,"Ramon Iribarren Pasealekua Ibilbidea, 29",Hondarribia,Gipuzkoa,20280.0,Costa Vasca,hondarribia@ekpsa.eus,943 641 711,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-hondarribia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.379109252292885,-1.798071821734648",43.379109252292885,-1.798071821734648
Puerto de Mutriku,"El puerto de Mutriku se emplaza en una pequeña cala de la costa, mientras que el propio mu...",Puertos pesqueros,"Muelle San Pedro, s/n",Mutriku,Gipuzkoa,20830.0,Costa Vasca,mutriku@ekpsa.eus,943 603 326,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-mutriku/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.307717761430446,-2.384053299336295",43.307717761430446,-2.384053299336295
Puerto de Orio,"Se trata del típico puerto de ría, ubicado en la desembocadura del Oria, con un mue...",Puertos pesqueros,"Hondartza Bidea, 32 bajo 1. Edificio Capitanía",Orio,Gipuzkoa,20810.0,Costa Vasca,orio@ekpsa.eus,943 249 400,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-orio/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.28418182432822,-2.1270100000000336",43.28418182432822,-2.1270100000000336
Puerto de Zumaia,"El puerto de Zumaia se halla en el estuario del río Urola.Actualmente, apenas desempe&ntil...",Puertos pesqueros,Barrio Santiago,Zumaia,Gipuzkoa,20750.0,Costa Vasca,,943 860 087,,https://turismoa.euskadi.eus/es/puertos-pesqueros/puerto-de-zumaia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.29651125149814,-2.254267930984497",43.29651125149814,-2.254267930984497
Palacio de Congresos Europa,"Con una ubicación estratégica, está situado en una de las principales arteri...",Auditorios; Museos; Galerías de arte y salas de exposiciones,"Avenida de Gasteiz, 85",Vitoria-Gasteiz,Araba/Álava,1009.0,Vitoria-Gasteiz,congrestur@vitoria-gasteiz.org,945 161 520,https://www.vitoria-gasteiz.org/we001/was/we001Action.do?idioma=es&accionWe001=ficha&accion=espaciosCongresos,https://turismoa.euskadi.eus/es/museos/palacio-de-congresos-europa/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.85207335,-2.68106778",42.85207335,-2.68106778
Auditorio Kursaal Palacio de Congresos,"Junto a la playa de la Zurriola se encuentra el Palacio Kursaal, sede anual del Festival Internac...",Auditorios; Museos; Galerías de arte y salas de exposiciones,"Avenida de la Zurriola, 1",Donostia / San Sebastián,Gipuzkoa,20002.0,San Sebastián,kursaal@kursaal.eus,943 003 000,http://www.kursaal.eus,https://turismoa.euskadi.eus/es/museos/auditorio-kursaal-palacio-de-congresos/webtur00-content/es/,0.0,2430.0,0.0,Patrimonio Cultural,"43.32429353,-1.97882036",43.32429353,-1.97882036
Monasterio de Zenarruza,"Declarado Monumento Nacional de Euskadi, el Monasterio de Zenarruza, antigua colegiata, se encuen...",Patrimonio cultural,CL Zenarruza 11,Ziortza-Bolibar,Bizkaia,48279.0,Montes y Valles vascos,comunidad@monasteriozenarruza.net,946 164 179,https://monasteriozenarruza.net/,https://turismoa.euskadi.eus/es/patrimonio-cultural/monasterio-de-zenarruza/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.24845524092432,-2.561749469311503",43.24845524092432,-2.561749469311503
Iglesia de San Antón,El trazado de la iglesia de San Antón (también denominada San Antonio Abad) forma p...,Patrimonio cultural,"Ribera, 24",Bilbao,Bizkaia,48005.0,Bilbao,f.canizares@artisplendore.com,944 154 262,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-anton/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.255144741110605,-2.9232169344180736",43.255144741110605,-2.9232169344180736
Koldo Mitxelena Kulturunea,Koldo Mitxelena Kulturunea es un equipamiento cultural de la Diputación Foral de Gipuzkoa ...,Auditorios; Museos; Galerías de arte y salas de exposiciones,"Urdaneta, 9",Donostia / San Sebastián,Gipuzkoa,20006.0,San Sebastián,km1@gipuzkoa.eus,943 112 760,https://kmk.gipuzkoa.eus/eu/,https://turismoa.euskadi.eus/es/museos/koldo-mitxelena-kulturunea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.31607351,-1.98163202",43.31607351,-1.98163202
Catedral de Santiago,"La catedral, ubicada en el corazón del Casco Viejo de Bilbao, está dedicada al ap&o...",Patrimonio cultural,"Plaza de Santiago, 1",Bilbao,Bizkaia,48005.0,Bilbao,catedraldebilbao@gmail.com,944 153 627,http://catedralbilbao.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/catedral-de-santiago/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.25728112615832,-2.9238770104754663",43.25728112615832,-2.9238770104754663
Teatro Victoria Eugenia,"El Teatro Victoria Eugenia, ubicado en la zona céntrica de San Sebastián, es uno de...",Teatros y Cines,"C/ República Argentina, 2",Donostia / San Sebastián,Gipuzkoa,20004.0,"Costa Vasca,San Sebastián",victoria_eugenia@donostia.eus,943 481 160,http://www.victoriaeugenia.eus,https://turismoa.euskadi.eus/es/teatros-cines/teatro-victoria-eugenia/webtur00-content/es/,0.0,900.0,0.0,Patrimonio Cultural,"43.32202,-1.980022",43.32202,-1.980022
Ermita de San Pelaio,La pequeña ermita de San Pelaio está situada entre Bakio y el cabo Matxitxako. Es u...,Patrimonio cultural,Barrio San Pelaio,Bakio,Bizkaia,48130.0,Costa Vasca,turismo@bakio.org,946 193 395,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-san-pelaio/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.43742614499594,-2.783827059835864",43.43742614499594,-2.783827059835864
Basílica de Begoña,"La Basílica de la Virgen de Begoña, patrona de Bizkaia, domina Bilbao desde un cerc...",Patrimonio cultural,"Calle Virgen de Begoña, 38",Bilbao,Bizkaia,48006.0,Bilbao,,944 127 091,,https://turismoa.euskadi.eus/es/patrimonio-cultural/basilica-de-begona/webtur00-content/es/,0.0,0.0,1.0,Patrimonio Cultural,"43.25879028,-2.91408392",43.25879028,-2.91408392
Palacio de la Diputación de Bizkaia,El Palacio de la Diputación de Bizkaia es el mejor ejemplo del eclecticismo dentro del art...,Patrimonio cultural,Gran Vía Don Diego López de Haro 25,Bilbao,Bizkaia,48009.0,Bilbao,bisitak@bizkaia.eus,946 083 537,http://web.bizkaia.eus/es,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-la-diputacion-de-bizkaia/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.26217945,-2.9320655",43.26217945,-2.9320655
San Juan de Gaztelugatxe,"San Juan de Gaztelugatxe, un destino #TopEuskadi: Para acceder a la Ermita de San Juan de Gaztelu...",Patrimonio cultural,Isla de Gaztelugatxe (carretera Bermeo-Bakio),Bermeo,Bizkaia,48370.0,Costa Vasca,turismoa@bermeo.org,946 179 154,https://turismo.euskadi.eus/es/san-juan-de-gaztelugatxe/webtur00-recursostop/es/,https://turismoa.euskadi.eus/es/san-juan-de-gaztelugatxe/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.447281973705856,-2.78498138629152",43.447281973705856,-2.78498138629152
Iglesia de Andra Mari,La Iglesia de Andra Mari o Santa María es el edificio religioso más antiguo de Gald...,Patrimonio cultural,Barrio Elexalde,Galdakao,Bizkaia,48960.0,Montes y Valles vascos,,944 010 500,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-andra-mari/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.2363892,-2.8328195999999934",43.2363892,-2.832819599999993
Necrópolis de Argiñeta,"La necrópolis de Argiñeta, tanto por el número y calidad de sus element...",Patrimonio cultural,Barrio Zenita,Elorrio,Bizkaia,48230.0,Montes y Valles vascos,turismoa@elorrio.eus,946 820 164,,https://turismoa.euskadi.eus/es/patrimonio-cultural/necropolis-de-argineta/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.13989363781302,-2.5360636597412256",43.13989363781302,-2.5360636597412256
Cuevas de Santimamiñe,Las cuevas de Santimamiñe están situadas en un paraje incomparable: la orilla derec...,Patrimonio cultural,Barrio Basondo,Kortezubi,Bizkaia,48315.0,Montes y Valles vascos,santimamine@bizkaia.eus,944 651 657,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cuevas-de-santimamine/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.34650604,-2.6366073",43.34650604,-2.6366073
Castillo de Butrón,"El castillo de Butrón nos traslada a la Edad Media, a las guerras banderizas entre diferen...",Patrimonio cultural,Butrón s/n,Gatika,Bizkaia,48110.0,Montes y Valles vascos,,,,https://turismoa.euskadi.eus/es/patrimonio-cultural/castillo-de-butron/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.37150575591259,-2.913674658166552",43.37150575591259,-2.913674658166552
Menhir de Itaida,"Junto a un cruce de la pista que va desde el alto de Opakua hasta Urbasa, se encuentra el menhir ...",Patrimonio cultural,Parzonería de Entzia,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 302 931,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/menhir-de-itaida/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.848183324999304,-2.389012750781262",42.8481833249993,-2.389012750781262
Crómlech de Mendiluze,"El crómlech de Mendiluze fue descubierto en 1983 en las campas de Legaire, en la Sierra de...",Patrimonio cultural,Sierra de Entzia,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 30 29 31,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/cromlech-de-mendiluze/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.83963787797031,-2.286363888549772",42.83963787797031,-2.286363888549772
Dolmen de Sorginetxe,El Dolmen de Sorginetxe es un monumento funerario construido aproximadamente en el añ...,Patrimonio cultural,,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 302 931,,https://turismoa.euskadi.eus/es/patrimonio-cultural/dolmen-de-sorginetxe/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8279007,-2.372036699999967",42.8279007,-2.372036699999967
Cuevas de Altxerri,Las cuevas de Altxerri se encuentran dentro del complejo de cuevas prehistóricas...,Patrimonio cultural,Barrio Ubegun,Aia,Gipuzkoa,20809.0,Montes y Valles vascos,iturraran@gipuzkoanatura.eus,943 835 389,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cuevas-de-altxerri/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.2695630796511,-2.1343071057128715",43.2695630796511,-2.1343071057128715
Ekainberri,"Pueden ser contemplados en la réplica que se ha hecho de la cueva de Ekain, denominada Eka...",Patrimonio cultural,"Portale kalea, 1",Zestoa,Gipuzkoa,20740.0,Montes y Valles vascos,info@ekainberri.com,943 868 811,https://www.ekainberri.eus/,https://turismoa.euskadi.eus/es/patrimonio-cultural/ekainberri/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.23679162600305,-2.2673777868469642",43.23679162600305,-2.267377786846964
Dolmen de la Chabola de la Hechicera,Fue descubierto en 1935. La cámara está formada por 9 losas que describen una figur...,Patrimonio cultural,Carretera Laguardia-Elvillar A-3228,Elvillar/Bilar,Araba/Álava,1309.0,Rioja Alavesa,aelvillar@ayto.araba.eus,945 604 011,https://turismo.euskadi.eus/es/patrimonio-cultural/dolmen-de-la-chabola-de-la-hechicera/webtur00-content/es/,https://turismoa.euskadi.eus/es/patrimonio-cultural/dolmen-de-la-chabola-de-la-hechicera/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.57432103728761,-2.569427490234375",42.57432103728761,-2.569427490234375
Torre de Doña Otxanda,La torre de Doña Otxanda es un bello edificio rematado por almenas. Es una de las muchas e...,Patrimonio cultural,"Calle Fundadora de las Siervas de Jesús, 24",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,mcna@alava.net,945 181 924,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-dona-otxanda/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8503186,-2.674561400000016",42.8503186,-2.674561400000016
Torre de Los Anda,"La Torre de los Anda, erigida en el siglo XV, es una de las construcciones más antiguas de...",Patrimonio cultural,"Calle Correría, 110; Plaza de la Burullería",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,turismo@vitoria-gasteiz.org,945 161 598,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-los-anda/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8500365,-2.6737552",42.8500365,-2.6737552
Santuario de Arantzazu,"Según la leyenda, a un pastor llamado Rodrigo de Balzategi se le apareció la Virgen...",Patrimonio cultural,Barrio de Arantzazu,Oñati,Gipuzkoa,20567.0,Montes y Valles vascos,asisgunea@arantzazu.org,943 780 951,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-arantzazu/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"42.97927848459495,-2.39867051586907",42.97927848459495,-2.39867051586907
Palacio Bendaña,El Palacio Bendaña está situado en pleno corazón de la Vitoria medieval. Se ...,Patrimonio cultural,"Cuchillería, 54",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,bibat@alava.net,945 203 707,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-bendana/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"42.8498801,-2.671414899999945",42.8498801,-2.671414899999945
Palacio de Montehermoso,El Palacio de Montehermoso es una de las primeras construcciones señoriales que se levanta...,Patrimonio cultural,"Calle Fray Zacarías Martínez, 2",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,info.montehermoso@vitoria-gasteiz.org,945 161 830,http://www.montehermoso.net/,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-montehermoso/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8486002,-2.6728365000000167",42.8486002,-2.6728365000000167
Torre de Mendoza,La torre de los Mendoza es un claro ejemplo de torre-vivienda fortificada. Fue durante más...,Patrimonio cultural,"Mendoza, s/n",Vitoria-Gasteiz,Araba/Álava,1191.0,Vitoria-Gasteiz,,945 16 15 98,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-mendoza/webtur00-content/es/,0.0,0.0,1.0,Patrimonio Cultural,"42.85980141,-2.77405623",42.85980141,-2.77405623
