Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84,valoracion,num_resenas,url_imagen
Convento de los Agustinos Descalzos (San Agustin Kultur Gunea),El convento de los Agustinos Descalzos estaba compuesto por la iglesia y la residencia. Fue const...,Patrimonio cultural,"San Agustinalde, 12",Durango,Bizkaia,48200.0,Montes y Valles vascos,sanagustin@durango.eus,946 030 021,https://www.durango.eus/sanagustin,https://turismoa.euskadi.eus/es/patrimonio-cultural/convento-de-los-agustinos-descalzos-san-agustin-kultur-gunea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.16736257096352,-2.632894200000002",43.16736257096352,-2.632894200000002,4.5,193.0,https://places.googleapis.com/v1/places/ChIJlUlylJYyTg0R8gF4rb6MwqI/photos/Ab43m-t-LPb8a4jI0gFUxqQfd7vHaeyYwpqEWwji-CMVmBXP8VZmG3HNJQyPUBTs0LPCdGmga04hqH9tg4B0mE0fyd5AqavzvPvarms-LBHrxSvCGeJcL_dwqNeLeSpiLzz-952b-NYZNbZNqwB3gmjbtaxjlxAcpZG7-YO22czVwossLHjWDIILM-j4Edbsol_TVT5v9UsfBCdwEqKlYkL6VLJFRCiSaa9GmNDYv1c34fJgRQ2R20H2gVOsLjczrNKkIoUf1g3KbUeJbaB50uGuYW2OLPJUzl-TUO1KQErxX6C5-H6cbJqHejAV7aC8hnWQHQR_ain1Kqd9eyj7RnORQj322pyn81XLZy18KZnIvGj6lNXJgjLu4iixnlOjvMLeHarYuiRWfOhakTMm-Kwwae9o6mvCjzGVPGO-vJMoHHDP5A/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Arco de Santa Ana,El arco de Santa Ana es la única de las puertas de entrada que queda de la antig...,Patrimonio cultural,Plaza Santa Ana,Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/arco-de-santa-ana/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.165943284789336,-2.631991878573605",43.165943284789336,-2.631991878573605,4.5,434.0,https://places.googleapis.com/v1/places/ChIJ7V0fW5YyTg0RMZri7vHX2r0/photos/Ab43m-uN7UlWEB_IJs19jZhCjwfwyM9gs7ClfLlMLMQLqIZv6BGJQlqqNpVcUKCfey7nwyxPp6vdMcECOvLl18Hh6fShFGhmjiGJg3LqC1HjRX8WO5dvccd15jB0_cJeMYSYSNKkUqS0w8FzHEm6vgcf5Q-hVWZgpgObGE7hN9j-HgJwLYTri2MgidyDVSq9obookm7n11YYWg15ltUi6PXg_NTFZrg4Fd_Zwb8JLDSk6avvxNoTQ0_P2lHXAnwPVl1H8jH_TuSb2iT4R3FlC9Jm91M5_9Nty14xKMG1OLwMec4RZxqRv9SMz8aOhdPWUsPvOhhRzdhSDkMdqIS8Q39OXfWT61Qw6K6zpZ6BVMbapjSAJwDi1XA_XXtX1ZToUtSjuy7OdaDmAKGVa-sVlpqnNjWrt_NjH7uCskxetvJ1uZOLOic/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Casa Consistorial de Durango,"El edificio del Ayuntamiento de Durango fue edificado en el siglo XVI, pero debido a lo...",Patrimonio cultural,"Zeharkalea, 3",Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-consistorial-de-durango/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.16706433539833,-2.6320348914016445",43.16706433539833,-2.6320348914016445,4.0,109.0,https://places.googleapis.com/v1/places/ChIJKaQb8JYyTg0R7HHRMQIIrfY/photos/Ab43m-shNw8RRgbx7hFKDKqJ8tn3UabrtwTTmC2KYQT19vn8g83CMD4WMiG37HHeEmk0r5XeZH30iAtYcWScbon2yRaXKdBSIeKp79w94Ta-3tko6UFpVhzRHLA5-FjtaOMykNFAdq6lmK93_nr5uYLE7faSA_QEVEEnUknFTu9hOwqdviv4jO2BB1beNlpiiXVWWNYbaoSP6cnUyDjO7dhc5JddklabdGWiME7yny6omAeDI2JkhKeTcpJ2ZrviWW68XI27gtttTPVzWq_TTDeqT7-fjRlMCYhL0CHcx2R-G5omIhYzO2Uj6RtVka3-C6g5PbqgJ8p3ndVD02fPuaC3lu3bjGPuUvITcLnGnFJqVz-pfnQ9D7xX25ixE4usbBtXdB5GZLo0LYFUPuXG_8dHN9KsKvYwNqT8LzRuEJYb0N_xm4NJ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Cruz de Kurutziaga,La cruz de Kurutziaga fue erigida en el siglo XV y por sus características es una pieza &u...,Patrimonio cultural,"Kurutziaga, 38 (Ermita de Vera Cruz)",Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cruz-de-kurutziaga/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.168322551489034,-2.6293002775238428",43.16832255148904,-2.6293002775238428,4.2,28.0,https://places.googleapis.com/v1/places/ChIJ59wn9F_TTw0Rxyc3UC8PEOk/photos/Ab43m-vQt5xod0s8-z_a76kqNmnhmaDis6IxLltQ0XhGy6HCKPrWD5gkzBBQB2iNCbJRHjFD9i63940lcEFa8XDtql6F1jf1E-Dr_X9glddpPvqwcs9PWuV1L--oomUraQZyE3k_-aJyRfan7UIn2TCKGsX8y4MGTlyuo8aOawlxjXuddaJ1sA2p4EErFqBwftIDKVYkNxiniK42sNynN1q88HnFoYlSdvJ-aKha-rDW3bePEazsq5lmdfZtZ-BYG6oAoOqKIcTdtLwBs7TVixkf6o9cctJUvEr1JFXB2-eGezjssXiHE-HqgwpEgjnBnTXq2cQZUwHrmSEWbLVM0Dw_93Zx5TK1EacURTcqzqfRk90tPHr3FDSzDF3HXaajnJQ3pUYTWHJiEw9ABy6VhqVC147hIxs8gqIURL5YL3HYkr3m1uzn/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de San Pedro de Tabira,"La iglesia de San Pedro de Tabira se construyó en el siglo XVI, donde estaba una iglesia m...",Patrimonio cultural,"Tabirabide kalea, 37",Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-pedro-de-tabira/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.16098749900043,-2.631603177107311",43.16098749900043,-2.631603177107311,4.3,3.0,https://places.googleapis.com/v1/places/ChIJG4c4dJczTg0R2Gpq4UNloWE/photos/Ab43m-vZ5J3xCzpc6foD-j5Un-O2DMqjiwcleS_mfSkrlv-DXT5Dv9rEjFRDFP4BDb7xUgMMUSnRRBuXPPNmv3-HqB3Hi9zRv1KnpQ6TMIdwvEkSfo4P2yYI6ozt15vZSwTs4VR2KKjk37LJ1SFL9q3KruljN_FEmE0DtTGaB_xv7vkNujFvorAhxb_w8fIClQJcXEUGcCEXTi8-tuXAEdIqD2UqMtzNPC6LSOOW2IX8rE8eoGKAz3hVwW3WMq4nVoYrqpula8jb-l9iWmLal_38yNWkwzex5FllUlmfssAUGZMbmVzBnpZtxK4Ej9wGEZ-LDUqZ4l7NFUXqqm2BHzGzJJDMwuKY8TzCLa3IRGR4Mutr3sJoaYDwrYgZ85_FrKxMFO4JWEcRR2bwSBUryKmAUDiF46OkUG2K8bb0SZ2pHSArAT4-dme0IVE184PPCw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia San Juan Evangelista,La iglesia parroquial de San Juan Evangelista se encuentra en la parte alta del centro urbano de ...,Patrimonio cultural,Barrio San Miguel,Garai,Bizkaia,48200.0,Montes y Valles vascos,udala@garai-udala.eus,946 816 393,http://www.garai-udala.eus,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-san-juan-evangelista/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.19449745166019,-2.6126519539977933",43.19449745166019,-2.6126519539977933,5.0,1.0,https://places.googleapis.com/v1/places/ChIJ3wqs66AtTg0ROxGiPkDuMFE/photos/Ab43m-sOf4o7pDj3q2utMjrLaDvxlHyTPiRvNfESgevur3giB8ahUSS5kE4JfhI0Yy7GoviVNq4GEO0puhDJOVjzRXQSM45t36cC88vkAoJ2r8ymjMNjOGEzRUFuwBLaAR8xU1MUHv4HmfhtkHcbHIC7OVBNNPfeKmG4WN1RsN4yLxqDDLLo_1BSLWe6q7l6qcYN1f-e7e7_qnufgYQbaLLXxcCaZx86I-b5S3qMXdqEYncOY-zM6qBq08i95D_p-gW5CwxTXRDTO5asHnmRG8KvrVMh1La9ynQYlWiQs9PQIudjGpmXJyR1Hcb8tOnkKbgVkezlnQIaQ3C9kHy06k67RS7o-h4p0UgWxnem-_-1pJAOBfjmlM1HTvsJSLSMw0dxP7bWlVwyl-SQ3-4O8Q6kDLVpLbkFXa_DjPL9TlggRkmCWw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Ermita de Santa Catalina,"Los primeros documentos referentes a esta iglesia datan del año 1539.Durante siglos, esta ...",Patrimonio cultural,"Barrio Egia, 10",Deba,Gipuzkoa,20820.0,Costa Vasca,turismoa@deba.eus,943 192 452,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-santa-catalina/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.29856184998231,-2.342975728836103",43.29856184998231,-2.342975728836103,4.7,82.0,https://places.googleapis.com/v1/places/ChIJlwOAc4fQUQ0R1DKQGdsMqv0/photos/Ab43m-tsSxDpGw4w1xriM5gP627Y0aF0C423C3T9GXIXNnfGAuh3xQPCZYcM0NGdcYBCXAo_CosQ79BMGM1zxN3umHDzWoo-S9rU_F0BmwRUay1WGLuwcFeEJB2pP7y2pGwWhw9eSyLgheN9t-9jqFqY6ViTc2jSWmpsEv_W4VsLmC2d1fMRYDTIAtzk6uq69Q4ZaC-mhUok1N1cN_SBNEk7gzvjASfyulEkQfFcFFmCJmTIUceAiGpnqOEPROLKQqnCe-gOlDrWjuPQYf882iXFasFR5qYUJEu0cN1MpgWx2omWcGUzdhFOZn_dP4V1_OgGU23BJH0cNy89tqBXgvLjHpEv8y0GZcZ0dfOjRFYxmGcuRMg9494sZZU9tnEf9dp3V6rdGEHD9VbBC19SKHCcKnYTzzgIa7T1rqXtzm_3ive_ZmD6rRPUf-nfjpnZzNrw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio de Lazarraga,El Palacio Lazarraga se construyó en la segunda mitad del siglo XVI. Se trata de un edific...,Patrimonio cultural,"Zalduondo, s/n",Zalduondo,Araba/Álava,1208.0,Montes y Valles vascos,,945 304 393,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-lazarraga/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8854919,-2.34620289999998",42.8854919,-2.34620289999998,,,https://places.googleapis.com/v1/places/ChIJz7Ze1K4jUA0RhefI2NJt_ks/photos/Ab43m-uwFiwNGthmId4HpnKSy9MVFJpMwY9LUJiOzJqPSqvAzNTObfy0C_LhDZyUoPUUMdIjG0MWpCdG5qgpLyXPqGwvRQlQQO4_VvZtAfo0XqCyJfAk4iaVsRCPbnTxfktBD5upfKuN0y-A_1b9VQPzEvOy4DvecyL2LETysy_7cDWi9TFjdyWKWkzmmZWMBqOERdHfRPTiQxdx89YVlLGhyZzlSiTGhcnzWs53evIp42tL47T-yBImM2VlXZ_AH1uBaUj7Audsja_FSSwZDd4qWFxLNfIFTdZZVv2VGjYO0nd1fZMgeClryvR8W1X9o-1XqscmfLrz9FXwHDs7EO41w8wXpLyVF18oO4Yw23UI1beY_IWPdnlRwYxkQEN-Fj2PJFj_GYOZLzOlTlG6wMaQcPFzh0YpSkE0-PGKBmUkL5nnVns/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Torre de Negorta,"Según las investigaciones que se han llevado a cabo sobre la Torre Negorta, se cree que fu...",Patrimonio cultural,Barrio El Valle,Ayala/Aiara,Araba/Álava,1477.0,Montes y Valles vascos,,945 399 251,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-negorta/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.10073219837594,-3.0480194091796875",43.10073219837594,-3.0480194091796875,1.0,2.0,https://places.googleapis.com/v1/places/ChIJSYHH4C2rTw0RdaGrgDA_DmM/photos/Ab43m-uzY67ffnJHDWN-kD_46DrFsUnOImnWrT7XxsH4gC5XQxB1_7Xl_tyBl6hk1kM6zyA9UqNk-x5N5RCtpvQameR7gko6Fn7JVjzGdpub9aWWTlx-ZioCC9ZPrFgrfxxUAFZAT7PdeFoP6iA0AhZ57oPtS6UHpDg1l2FwpJ1VIP_mVZHz4BKj4ZgevvjtBRtsty2ThlPeyZ0UWPjv4SaAS0tAwvzti1EBQFu6eW8GPsqPQECnR0jBmH3GIgjnEv3JvGVQZlc0toftOssq4MxWHP9RO7DYGytxWgiW04MjVh4GppgvWTfoFlwn5V1FMLcYV_OU5K81YzfsQg4tOdvIBVtJH2PCHs-srUIXh6j1Pb-eyz-sEWwarZ4t_pIVtZVN90SvyR1UeAgCOExsf7B7mgwam7WJ5j1cTonRUvOEjawsK2JH/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio Garai Goitia,"El palacio Garai Goitia, ubicado en el centro del núcleo municipal de Garai, es un hist&oa...",Patrimonio cultural,Barrio San Miguel,Garai,Bizkaia,48200.0,Montes y Valles vascos,,946 816 393,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-garai-goitia/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.193824782595875,-2.6119974949981595",43.19382478259588,-2.6119974949981595,4.1,12.0,https://places.googleapis.com/v1/places/ChIJC5zFeo8tTg0RQp4ft7U791I/photos/Ab43m-vEpB9c5D4SSwkkIVMOqQOxYxTyAbrNQHsMoiNc32ObnWy3TK6zTIhLRck1QxmAYIybERg4wxV1JyxjpRf6Y2LiY84rU5J4BVs2WRTZpwPH32wBKwYLdX-Z0AYQRiZrC8v_zxZuMQG1DPN5gWbwaeS4HmGvusr_CTT5z3XhGMZxN-ySH88RauuV2_DM8ZTfkemnVF96rlEQJ-lGUMo1XPpceDiBtn6fhJ7e_r1OFxbXAaPCVc4zcTQ8U4m6RWN2-zcGbjLKfOqJ0tH6Vr6LtObyzMdZM5Y2EcmI8EGY1GAXwE6IYTw3_0xcVg4jFSU4f_H2vtuBy5Palu7T9rvDTmh1UYN_zQa7e8uJzBM4ZVR5g0pOBd__ppEzQtN4aPMyfj74PHVyU618zz37L1LiqrOMAUDBQPvI7qprQAJH-0swdt4/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Ermita de Santa Cruz,"La pequeña ermita de Santa Cruz está emplazada frente a la casa consistorial, en la...",Patrimonio cultural,"Cruz, 10",Deba,Gipuzkoa,20820.0,Costa Vasca,turismoa@deba.eus,943 192 452,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-santa-cruz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.29391369261296,-2.353262624536905",43.29391369261296,-2.353262624536905,5.0,1.0,https://places.googleapis.com/v1/places/ChIJ9VUNhi7RUQ0R3nM2BDYHgug/photos/Ab43m-ve0Za8lSFWSDK2LKyNgimjGCo2zESTlP-7Nc4rPhILYELIwmh6hSnNdiq67WKnbqmmappe-m1wBVWCgeSeTZsQIFXXFxFXWiRCYPhujS4gedxozLOlebs2X2B3plUfuSTIaRN0oVYzb_QzPjtNMLDY3kSBTMwmIFjC6Gi8GVYq1jOZhv9OYj1ebf29i1ZVtacLF_Q1bnwD6tz_B09injGAyz6k7bEjkDTNGy9fEBCCoRbl4XH1xGUm7IiC87rayzmUDUhs-zyHZXJ8-eigsUnNvTFB2lVZNUJw-FJdDL37sf2tyxjd3U8yyu9q5-akFN21g282g7_4mEYv6BtoK5bHiUh1w7P8VdfdK0Nguqi7ofxVgq6Z_IRqh2RwuT2pjTNZn4PMslU8eERAGelIJN6ATipe4TALstVWfePT3cSTTxW5rDaY-PxxF9LKgxPJ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Parroquia de San Sebastián de Soreasu,En pleno casco histórico de la villa se encuentra desde la Edad Media la Parroquia de San ...,Patrimonio cultural,"Eliz Kalea, 25",Azpeitia,Gipuzkoa,20730.0,Montes y Valles vascos,i-loiola@urolaturismo.eus,943 811 142,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parroquia-de-san-sebastian-de-soreasu/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.185887560884105,-2.2642475576720855",43.185887560884105,-2.264247557672085,4.5,43.0,https://places.googleapis.com/v1/places/ChIJ-2qrr4jOUQ0RVflsck2LSNI/photos/Ab43m-tsm826eIjaNe1MPQrmvyKJz6ZIFyMvQzgg6BAQVlM6vGDwWKXo5D3mReWpphd6wyXhpqOaGopFQvu2SPabGfxbkmdH1I8MhrHDqtC1wDb1b2sLqazz6xzakxKjLHQG7J6lJ5VNLFLvJGm3DuTHTzc4ZZiMlbJvRvu3jl02Ke_n39dcIQZ45GCKbc5PILHyOSFrIHvjqzcsie1wYuHl-Trp9ooNDnkELrj4AdTNuqLd4I1tqqJZlqKCsNEslIAEPlPWT7nQybTcVf7gapsBTKv2WH4XQEi5pJlFdwZWVyr6qTGSm-kgkMsLBWyt-i7J3wYggz6TqvmDBuFMCemFHUATG6wqjFgoC_xblqz6IeYrCQqnOBs8goh8sz4uXfFiUDcE0LvbbUMKWrMdjzGHeGtEoj1ewhcAwBYutoymFEOUtKYA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de Santa María (Ondarroa),La iglesia de Santa María fue construida sobre una gran roca y permanece solemne en la par...,Patrimonio cultural,Plaza Pedro María Unanue,Ondarroa,Bizkaia,48700.0,Costa Vasca,turismobulegoa@ondarroa.eus,946 831 951,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-maria-ondarroa/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.32151227020711,-2.4242237403366307",43.32151227020711,-2.4242237403366307,4.3,28.0,https://places.googleapis.com/v1/places/ChIJA2tjy9LZUQ0RHO1t2lYvhSs/photos/Ab43m-vlcHVMTu-iqsVIaaxS7-XEeJANAgQINd8ZxSOZiURP2HeAenfZWW4YgMuKe7Qul8gxZ8dxSFkBtMp-FJKI3jNx18xyYfr9jJyDPGWMQEy6cvOPlFkfa0ZlWiSxthJIe18z4_Pusdie3gcDRN1yigDWV08dn8g8oXuMK7wvba1QdqUS-UYFLDrsrDivcSdhAusB1TfrY7NZwoiNGiAlKzSQzLWiv6deUrNz5rNS3vnOGed8xwV52o3VtJURj3IchdFfY7_p4iVBHAPKEKXah3Z-luQyNJI1fJI15fgrB8KQ5TJjKXYTXJtm92Ohg3QtDQGdANkfFGggPSD1Fm97lJ8Dmz-ficXsUAP1XutUjz8iom6jqjXvtq4g_ilTj94OpB0JnGQsypF79GtHL1O901FPvFrnKXK4R6xDFz2dta9gxA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Cofradia Vieja y Zubi Zaharra,El Puente Viejo o Zubi Zaharra y la Cofradía Vieja son unos de los lugares con más ...,Patrimonio cultural,Kanttoipe,Ondarroa,Bizkaia,48700.0,Costa Vasca,turismobulegoa@ondarroa.eus,946 831 951,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cofradia-vieja-y-zubi-zaharra/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.32026913451072,-2.422095957949826",43.32026913451072,-2.422095957949826,4.5,92.0,https://places.googleapis.com/v1/places/ChIJ98l_wjTYUQ0RYLLpbffbFaI/photos/Ab43m-ttvk5cIpUAZqOjAegXDvsGr8H-RVIq7-YyD6Ddt430rovwr4RK4tgMHh0nVk3uK4NIa8QL3oriMS_B8y2UfDb5_pGYFJHcBZEyIzNW75VjfiRqBOynLTYI0OZGnTl9O6IDOGfPVXQm799vjwzLdTSG_fzFNvbRO9TK5drntvc3VQJF9djR_WYrMPRb5opYkbE3zPJrEPm8mhEJeD4pEhYvt7VpkH_2fdp_ygK3cmGHyPOmx5bZhU2ytdATzXLyHhKNxOGoFymRp-FUeOFC8LNeQkn0caRoa1wKFgJgLVHOA0oM1dgULCbgtmuez_vVyU_vUHlK2Ii6xKy-VnVskQwAj1JIj63bLXyG2tFwCG_8QJJLpzux7bOO_MkewG87zT0nsJf5FusHUcdmibieSBC3CJmaXj6ym0dGLfBvwKpL57B4/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Casa Torre de los Loiola,"La Casa Torre de los Loiola es la casa en la que nació San Ignacio, fundador de la Compa&n...",Patrimonio cultural,"Carretera GI-631, entre Azkoitia y Azpeitia (Santuario de Loiola)",Azpeitia,Gipuzkoa,20730.0,Montes y Valles vascos,visitas@santuariodeloyola.org,943 025 000,https://loyola.global/es/casa-natal-de-san-ignacio,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-de-los-loiola/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.174120857885534,-2.2824016650650103",43.174120857885534,-2.2824016650650103,4.7,634.0,https://places.googleapis.com/v1/places/ChIJm08S2BTNUQ0R7VNtbUgBfYM/photos/Ab43m-tUvn_RtUzQ27DqPY5WVw1yPSd-YP4Xrhj16S1hmlYM2YBuDP418Hgs9I2ovgE4ycfbxXGqo3FqXD5bURsAu_ZNylvcguAIUn70hbVWufhnEf0owsje4XjTkv9vPaEXJdl2HnUo6yNftC8tEb-mul0O3JEVS3a8gmV3azv5ST1qTbMzFNkYLQOsjmGUQiTr8z0HqT6v4LFX8tgtjUrnYY9c4nbF6KqYZGt3aWXhqTI8E0xohAuTMmKzrZoRWcVPtiuD_yLgf27mRH3l5a9zRpgbfjBuggQ1z3kyMDowGSlcUl4CjzzZl5hozxUhvpMxydJI1Fk7prOQ9yZx8wj91GhQ0QNrraz7pC-NYwbMRktGj8mPWFrn6chRxXtrQNO5BaSQkerhlnJwJ4MCFTgV_dsvRdX-dp3jvV8M2oT9rQcVJBo7/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Canteras de Andrabide,"En la carretera que une los municipios de Gautegiz-Arteaga y Ereño, se encuentran una seri...",Patrimonio cultural,Barrio Andrabide,Gautegiz Arteaga,Bizkaia,48314.0,"Costa Vasca,Montes y Valles vascos",udala@gautegizarteaga.eus,946 252 953,https://turismogautegizarteaga.eus/,https://turismoa.euskadi.eus/es/patrimonio-cultural/canteras-de-andrabide/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.35962556272009,-2.633754489288329",43.35962556272009,-2.633754489288329,5.0,3.0,https://places.googleapis.com/v1/places/ChIJuytiLEE7Tg0R--M2k6HUzUs/photos/Ab43m-ucWfwFJjywrGCw2Y3mz3SWnk3gfBakdw52FRCmmpL7gPemb_x63FgCmXd3F5YmmhmS_wIMzJVQoJFUnAIepsU1bQkBZX5v0EEZZUi9uUA3OCNJzo10U8u7s5Mu8NwwwAqN64YBYMpgOVIXGCaK9jRIfifKnNmWajNbuw_0byDUTXFIctya8yWqtO_XyV7v3HkxV8pL-tlO4fW_lkyMbgJ8cyw7j82AsX6pNwsWpQMZDgwkm8BrmJjM2fu09ZWURPxU4jFnl9Tk1uK4fxpyXQf9ruevAzUpK3xsX5s2Ihp99epe2V-G-1xvTz1j08HvfNOWYi8hO5SzKzCCzQt36tLcKADZItg593WK9YQGcbbXP-GgdxF3Bs4HoBHVbkRXRXTgM0fqmrDotDz2o83RH7jGXcCc93PuRy_RTJa63e2XkQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio Patrokua,El palacio de Patrokua era residencia del linaje de los Barroeta.En su construcción se dif...,Patrimonio cultural,"Avenida de Xemein, 13",Markina-Xemein,Bizkaia,48270.0,Montes y Valles vascos,mankomunitatea@lea-artibai.org,946 169 068,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-patrokua/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.267287512354855,-2.4949452718276444",43.267287512354855,-2.4949452718276444,4.3,15.0,https://places.googleapis.com/v1/places/ChIJHxAs9VMoTg0RUDkF9VXHL5w/photos/Ab43m-vn5zH7WHgmzagzgeijOLrDF28dhTNb5zebn4iKHBd9SSI0vX8H55BczIl6AGzkGdc7X86OfRk1wWxfZxbursDEfJdZwdeGHejlC7ttNdO7mOukHGDM7JSAJH0GD4MylL1EQUpMHsPF-ZdoSOAPs2alaFjWzbrReqinVEvM797rJMEe0_FuDy34B9M22sIAjZ-mK_1YuqhuDuYiZbEzku_JoGnlgDwmL-4QNz57oCltvsOig8c8_Um0BC-O4ZIYGf0L_CkKUbWmhRa0KGDqAiJ65__uVlqQMRMQKsUnTNLWSEoBb83AOlMIjzL4e2pAWFTjmnCjve7s-nIfUw7nswT1amYNVWI1XS31Lnt6p0UbjueR0jIlkGF3mZRW6-tP3EF8rTi9xa-ESvo60ajwVvPoxUacjwW6JiWw-0AVkMd701g/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia parroquial de Santa María,La iglesia parroquial de Santa María es una de las más majestuosas de Gipuzkoa. Se ...,Patrimonio cultural,"Plaza Zaharra, 7",Deba,Gipuzkoa,20820.0,Costa Vasca,turismoa@deba.eus,943 191 497,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-parroquial-de-santa-maria/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.2947596323469,-2.353492853967285",43.2947596323469,-2.353492853967285,4.5,166.0,https://places.googleapis.com/v1/places/ChIJgSrha5DQUQ0RRAP_n8lC-a8/photos/Ab43m-vyWoByTmJJd3bm01plCK4cRPjuOPLP1EZzeOIbVM13TFums4gR7KSgr3SQovmlt_0y2TnK5zwf4xFUqrvzbNAeuo0Iy7BJnCjUXC-0WQlbynWSdhgvk7n21XUBeAjqrWWYLL369r1WCbCwgWifYRobqY3UHo8t9ga9VPISeJjEiHtH9mBlbZO5SL9vZPeHVJaGggHowjzQ51yQJ2nojpjbg2Rwi3W5oWwRESYtFB6wVMjOFcNLmyaYkPXutM1Vdc2izFilGriXUSBOD4oG3cIr3y-m4mY5ssuLi2GancrNB4o_YEUzA3HA45A16D60bm5C0o9z4931KJEHyKs1IAQKQuonbBrvXvDUn0WvFejJSilKzJg2XHScN_OAdvDopA7zE4VWanjpegM4Q4IIFJ4-qGt6JQL0Y8e5Bxz-GXs/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
