user_id,culture_id,puntuacion,texto,created_at
1211,98,5,"Visita imprescindible, me encantó cada rincón.",2026-02-04 00:00:00
150,98,5,"Increíble experiencia, volveré sin duda.",2024-04-12 00:00:00
148,98,5,Muy bien organizado y con una colección fascinante.,2026-03-31 00:00:00
1907,98,4,"Muy buena visita, lo recomiendo.",2024-06-13 00:00:00
594,98,4,"Muy buena visita, lo recomiendo.",2026-04-23 00:00:00
175,98,5,"Superó todas mis expectativas, altamente recomendable.",2024-03-31 00:00:00
1200,98,4,,2024-03-22 00:00:00
1250,98,4,Interesante y bien presentado.,2025-09-20 00:00:00
1300,98,4,,2025-09-03 00:00:00
530,98,5,"Increíble experiencia, volveré sin duda.",2025-10-17 00:00:00
30,98,4,,2026-05-20 00:00:00
1933,98,5,Muy bien organizado y con una colección fascinante.,2024-07-18 00:00:00
498,98,5,Personal amable y exposición excelente.,2025-12-16 00:00:00
1355,98,4,,2024-02-06 00:00:00
1167,99,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-03-29 00:00:00
504,99,3,Visita agradable aunque algo corta.,2025-11-16 00:00:00
905,99,5,Personal amable y exposición excelente.,2024-01-16 00:00:00
1920,99,5,,2024-04-02 00:00:00
805,99,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-08-19 00:00:00
1688,99,4,"Buena experiencia en general, precio razonable.",2024-08-19 00:00:00
371,99,5,,2025-02-17 00:00:00
1347,99,5,,2025-02-20 00:00:00
1956,99,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-10-28 00:00:00
195,99,5,,2025-06-09 00:00:00
15,99,3,"Normal, ni mal ni especialmente bien.",2024-09-13 00:00:00
869,99,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-05-10 00:00:00
1482,100,4,Interesante y bien presentado.,2025-11-28 00:00:00
27,100,4,"Muy buena visita, lo recomiendo.",2025-05-08 00:00:00
493,100,5,,2025-10-10 00:00:00
424,100,3,,2025-12-19 00:00:00
538,100,5,,2024-12-27 00:00:00
491,100,5,,2026-05-02 00:00:00
123,100,5,,2025-02-12 00:00:00
922,100,4,"Muy buena visita, lo recomiendo.",2025-07-21 00:00:00
1470,100,4,"Buena experiencia en general, precio razonable.",2024-08-11 00:00:00
1216,100,3,,2026-02-03 00:00:00
1348,100,4,Interesante y bien presentado.,2026-01-24 00:00:00
157,100,5,Muy bien organizado y con una colección fascinante.,2024-07-30 00:00:00
1908,100,5,Personal amable y exposición excelente.,2024-12-30 00:00:00
738,101,4,,2024-03-21 00:00:00
1797,101,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-01-07 00:00:00
1335,101,4,"Muy buena visita, lo recomiendo.",2026-05-18 00:00:00
1577,101,4,Interesante y bien presentado.,2025-08-11 00:00:00
912,101,1,Totalmente decepcionante.,2024-10-13 00:00:00
1264,101,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-02-25 00:00:00
493,101,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-02-03 00:00:00
1413,101,5,"Increíble experiencia, volveré sin duda.",2025-04-13 00:00:00
858,101,3,Interesante pero le falta profundidad en algunos temas.,2024-11-19 00:00:00
890,101,4,,2024-08-03 00:00:00
825,102,4,,2025-01-05 00:00:00
1313,102,5,,2025-07-15 00:00:00
518,102,4,,2025-09-19 00:00:00
314,102,4,,2025-03-10 00:00:00
316,102,4,"Buena experiencia en general, precio razonable.",2025-01-08 00:00:00
139,102,2,,2024-07-03 00:00:00
364,102,3,Está bien pero no es para tanto.,2026-04-13 00:00:00
1330,102,5,,2024-08-29 00:00:00
1769,102,5,"Increíble experiencia, volveré sin duda.",2024-05-29 00:00:00
1632,102,4,Interesante y bien presentado.,2026-04-05 00:00:00
1834,103,5,"Increíble experiencia, volveré sin duda.",2026-05-19 00:00:00
1910,103,4,"Buena experiencia en general, precio razonable.",2026-03-15 00:00:00
653,103,5,,2026-05-29 00:00:00
710,103,5,"Increíble experiencia, volveré sin duda.",2024-03-02 00:00:00
1014,103,5,,2026-05-09 00:00:00
1889,103,5,Muy bien organizado y con una colección fascinante.,2024-09-23 00:00:00
1759,103,5,Muy bien organizado y con una colección fascinante.,2024-12-18 00:00:00
196,103,4,,2025-11-26 00:00:00
791,103,4,,2025-08-12 00:00:00
1108,103,4,"Buena experiencia en general, precio razonable.",2024-12-29 00:00:00
1350,104,4,Interesante y bien presentado.,2024-03-21 00:00:00
353,104,4,,2025-10-08 00:00:00
1391,104,2,Poco material y mal señalizado.,2025-03-07 00:00:00
454,104,4,"Muy buena visita, lo recomiendo.",2024-03-22 00:00:00
228,104,4,,2024-11-20 00:00:00
326,104,3,"Normal, ni mal ni especialmente bien.",2025-10-22 00:00:00
4,104,3,Visita agradable aunque algo corta.,2026-02-04 00:00:00
1441,104,4,Interesante y bien presentado.,2024-06-20 00:00:00
1468,104,4,,2026-01-15 00:00:00
1031,104,4,,2026-01-31 00:00:00
318,104,4,,2024-06-19 00:00:00
160,104,4,,2025-04-29 00:00:00
37,104,4,,2025-02-10 00:00:00
328,104,4,"Muy buena visita, lo recomiendo.",2024-09-25 00:00:00
860,105,5,,2025-02-03 00:00:00
1084,105,4,,2024-10-17 00:00:00
1397,105,4,,2025-06-23 00:00:00
1407,105,4,,2025-11-10 00:00:00
341,105,4,Interesante y bien presentado.,2025-04-23 00:00:00
1002,105,3,Visita agradable aunque algo corta.,2025-07-15 00:00:00
829,105,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-06-30 00:00:00
1747,105,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-03-21 00:00:00
1267,105,4,"Buena experiencia en general, precio razonable.",2024-12-21 00:00:00
1065,105,4,,2024-04-01 00:00:00
1017,106,5,Muy bien organizado y con una colección fascinante.,2024-06-08 00:00:00
843,106,5,,2026-04-14 00:00:00
35,106,4,,2024-10-20 00:00:00
1590,106,5,,2025-05-18 00:00:00
136,106,4,"Muy buena visita, lo recomiendo.",2026-02-23 00:00:00
949,106,4,,2024-08-24 00:00:00
1121,106,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-02-25 00:00:00
1260,106,3,Está bien pero no es para tanto.,2024-06-16 00:00:00
1382,106,4,Interesante y bien presentado.,2024-08-13 00:00:00
504,106,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-06-13 00:00:00
19,106,5,Muy bien organizado y con una colección fascinante.,2024-10-18 00:00:00
1450,106,4,"Buena experiencia en general, precio razonable.",2025-02-26 00:00:00
1073,106,4,,2024-05-19 00:00:00
132,107,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-04-08 00:00:00
1760,107,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-11-24 00:00:00
781,107,3,,2025-07-01 00:00:00
1085,107,3,Visita agradable aunque algo corta.,2024-10-02 00:00:00
1939,107,4,"Muy buena visita, lo recomiendo.",2024-08-26 00:00:00
131,107,4,,2024-08-10 00:00:00
1299,107,5,,2026-03-29 00:00:00
145,107,4,"Muy buena visita, lo recomiendo.",2024-12-04 00:00:00
752,107,5,"Increíble experiencia, volveré sin duda.",2024-02-27 00:00:00
1610,107,5,Personal amable y exposición excelente.,2025-04-26 00:00:00
869,107,4,"Buena experiencia en general, precio razonable.",2026-04-16 00:00:00
1995,107,5,,2026-02-25 00:00:00
1117,107,4,Interesante y bien presentado.,2024-09-10 00:00:00
131,108,5,,2025-04-16 00:00:00
1537,108,5,,2025-11-12 00:00:00
1168,108,3,Visita agradable aunque algo corta.,2024-11-26 00:00:00
1568,108,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-06-17 00:00:00
1508,108,4,"Buena experiencia en general, precio razonable.",2024-07-22 00:00:00
1608,108,5,,2025-11-13 00:00:00
1037,108,4,,2025-10-10 00:00:00
274,108,4,,2026-03-24 00:00:00
1345,108,4,,2026-03-19 00:00:00
1242,108,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-03-13 00:00:00
1489,108,5,"Increíble experiencia, volveré sin duda.",2025-01-15 00:00:00
337,108,4,,2025-05-26 00:00:00
384,108,3,"Correcto, sin más. Esperaba un poco más.",2024-03-02 00:00:00
1786,108,4,,2025-07-03 00:00:00
1505,108,4,,2024-08-26 00:00:00
1823,108,4,"Buena experiencia en general, precio razonable.",2026-04-04 00:00:00
1521,108,3,"Correcto, sin más. Esperaba un poco más.",2025-12-06 00:00:00
1197,108,4,"Buena experiencia en general, precio razonable.",2024-02-10 00:00:00
1310,108,5,Muy bien organizado y con una colección fascinante.,2025-07-09 00:00:00
1782,108,4,,2024-07-10 00:00:00
525,109,4,,2025-04-24 00:00:00
1885,109,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-06-13 00:00:00
1277,109,3,,2024-10-29 00:00:00
650,109,5,"Superó todas mis expectativas, altamente recomendable.",2024-01-01 00:00:00
534,109,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-01-20 00:00:00
376,109,5,Personal amable y exposición excelente.,2024-09-01 00:00:00
1392,109,4,,2025-07-05 00:00:00
432,109,5,,2025-11-30 00:00:00
1192,109,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-10-16 00:00:00
526,109,4,"Muy buena visita, lo recomiendo.",2024-04-08 00:00:00
1326,109,5,,2026-05-05 00:00:00
1633,109,3,,2024-02-02 00:00:00
1559,109,4,"Muy buena visita, lo recomiendo.",2024-02-02 00:00:00
1527,109,4,Interesante y bien presentado.,2025-06-22 00:00:00
369,109,4,"Muy buena visita, lo recomiendo.",2025-01-10 00:00:00
169,109,5,"Visita imprescindible, me encantó cada rincón.",2024-08-01 00:00:00
1401,109,5,"Visita imprescindible, me encantó cada rincón.",2025-04-24 00:00:00
43,110,4,,2025-07-25 00:00:00
720,110,4,"Buena experiencia en general, precio razonable.",2026-03-24 00:00:00
1571,110,5,Muy bien organizado y con una colección fascinante.,2025-06-25 00:00:00
1133,110,5,,2024-11-07 00:00:00
626,110,5,,2025-06-15 00:00:00
1311,110,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-01-29 00:00:00
461,110,5,"Increíble experiencia, volveré sin duda.",2025-08-06 00:00:00
28,110,4,,2026-02-06 00:00:00
1533,110,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-01-01 00:00:00
1250,110,4,Interesante y bien presentado.,2024-04-16 00:00:00
1417,111,5,,2025-02-15 00:00:00
781,111,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-09-06 00:00:00
452,111,5,Muy bien organizado y con una colección fascinante.,2025-07-17 00:00:00
1196,111,4,,2025-01-15 00:00:00
1862,111,4,"Buena experiencia en general, precio razonable.",2025-09-15 00:00:00
1864,111,4,Interesante y bien presentado.,2026-02-23 00:00:00
684,111,5,Muy bien organizado y con una colección fascinante.,2025-04-08 00:00:00
1054,111,5,"Visita imprescindible, me encantó cada rincón.",2024-10-18 00:00:00
418,111,5,Muy bien organizado y con una colección fascinante.,2024-01-07 00:00:00
1992,111,4,,2026-05-26 00:00:00
1963,111,5,Muy bien organizado y con una colección fascinante.,2025-07-20 00:00:00
1302,111,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-06-07 00:00:00
1611,111,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-05-21 00:00:00
1433,111,5,"Increíble experiencia, volveré sin duda.",2024-08-26 00:00:00
1188,111,5,,2025-08-07 00:00:00
107,111,5,"Visita imprescindible, me encantó cada rincón.",2026-01-10 00:00:00
913,111,5,"Superó todas mis expectativas, altamente recomendable.",2026-04-25 00:00:00
1353,111,3,"Correcto, sin más. Esperaba un poco más.",2025-09-01 00:00:00
1358,111,4,,2026-04-07 00:00:00
748,111,5,,2024-02-27 00:00:00
301,112,3,,2026-04-16 00:00:00
1147,112,5,"Visita imprescindible, me encantó cada rincón.",2026-02-27 00:00:00
550,112,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-01-12 00:00:00
1848,112,4,"Muy buena visita, lo recomiendo.",2024-11-08 00:00:00
1168,112,5,,2025-08-01 00:00:00
1187,112,5,"Increíble experiencia, volveré sin duda.",2024-06-05 00:00:00
710,112,4,Interesante y bien presentado.,2025-04-01 00:00:00
104,112,5,"Visita imprescindible, me encantó cada rincón.",2024-08-15 00:00:00
60,112,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-05-15 00:00:00
850,112,5,"Visita imprescindible, me encantó cada rincón.",2025-07-15 00:00:00
1949,113,4,,2025-05-28 00:00:00
934,113,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-05-07 00:00:00
1702,113,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-07-19 00:00:00
123,113,5,Personal amable y exposición excelente.,2024-09-09 00:00:00
671,113,5,,2025-03-16 00:00:00
132,113,5,"Visita imprescindible, me encantó cada rincón.",2024-04-25 00:00:00
1954,113,5,Muy bien organizado y con una colección fascinante.,2024-07-14 00:00:00
1638,113,5,"Visita imprescindible, me encantó cada rincón.",2026-02-27 00:00:00
1711,113,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-04-21 00:00:00
1882,113,3,Está bien pero no es para tanto.,2025-03-27 00:00:00
163,113,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-12-02 00:00:00
774,113,5,"Visita imprescindible, me encantó cada rincón.",2024-04-25 00:00:00
141,113,4,,2025-09-27 00:00:00
415,113,2,Poco material y mal señalizado.,2024-01-15 00:00:00
453,113,4,"Buena experiencia en general, precio razonable.",2025-04-05 00:00:00
941,113,5,,2026-01-27 00:00:00
287,114,4,,2025-06-19 00:00:00
686,114,5,Personal amable y exposición excelente.,2026-01-17 00:00:00
1735,114,3,"Correcto, sin más. Esperaba un poco más.",2025-01-20 00:00:00
304,114,4,"Muy buena visita, lo recomiendo.",2024-09-18 00:00:00
159,114,4,,2026-03-19 00:00:00
971,114,4,,2025-04-21 00:00:00
605,114,4,,2025-02-01 00:00:00
1128,114,5,Muy bien organizado y con una colección fascinante.,2024-04-20 00:00:00
1610,114,5,"Superó todas mis expectativas, altamente recomendable.",2024-08-24 00:00:00
267,114,4,"Muy buena visita, lo recomiendo.",2024-11-19 00:00:00
1162,114,5,"Visita imprescindible, me encantó cada rincón.",2024-07-09 00:00:00
1013,114,5,Personal amable y exposición excelente.,2025-12-30 00:00:00
282,114,5,,2025-06-26 00:00:00
1251,114,5,"Increíble experiencia, volveré sin duda.",2024-01-19 00:00:00
542,114,5,Muy bien organizado y con una colección fascinante.,2024-08-29 00:00:00
980,115,2,Poco material y mal señalizado.,2026-04-11 00:00:00
1487,115,4,,2025-01-31 00:00:00
986,115,3,"Correcto, sin más. Esperaba un poco más.",2025-07-22 00:00:00
968,115,3,,2024-12-15 00:00:00
1685,115,2,"Decepcionante, esperaba más de este lugar.",2026-01-17 00:00:00
722,115,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-10-02 00:00:00
1725,115,5,Personal amable y exposición excelente.,2024-06-05 00:00:00
820,115,3,,2025-09-11 00:00:00
656,115,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-10-30 00:00:00
911,115,3,Está bien pero no es para tanto.,2024-05-21 00:00:00
1325,116,5,Personal amable y exposición excelente.,2024-05-18 00:00:00
276,116,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-11-02 00:00:00
1143,116,3,Visita agradable aunque algo corta.,2024-03-10 00:00:00
364,116,4,"Muy buena visita, lo recomiendo.",2024-07-07 00:00:00
554,116,5,"Visita imprescindible, me encantó cada rincón.",2026-02-22 00:00:00
432,116,4,Interesante y bien presentado.,2024-11-06 00:00:00
359,116,4,"Buena experiencia en general, precio razonable.",2024-06-04 00:00:00
1658,116,4,,2024-07-08 00:00:00
570,116,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-09-30 00:00:00
1859,116,5,Personal amable y exposición excelente.,2024-08-25 00:00:00
1942,116,4,,2024-03-22 00:00:00
1144,116,5,Personal amable y exposición excelente.,2026-05-16 00:00:00
280,116,5,Muy bien organizado y con una colección fascinante.,2024-07-07 00:00:00
750,116,3,Está bien pero no es para tanto.,2024-06-16 00:00:00
1598,116,4,,2026-02-21 00:00:00
735,116,2,La atención al público mejorable.,2024-08-15 00:00:00
974,117,5,"Increíble experiencia, volveré sin duda.",2024-03-08 00:00:00
1847,117,5,"Superó todas mis expectativas, altamente recomendable.",2025-09-23 00:00:00
81,117,4,,2025-04-13 00:00:00
583,117,4,"Muy buena visita, lo recomiendo.",2025-09-14 00:00:00
408,117,4,"Buena experiencia en general, precio razonable.",2025-02-07 00:00:00
473,117,5,Personal amable y exposición excelente.,2025-07-03 00:00:00
1823,117,5,"Visita imprescindible, me encantó cada rincón.",2025-06-17 00:00:00
939,117,4,"Muy buena visita, lo recomiendo.",2024-09-08 00:00:00
936,117,4,"Muy buena visita, lo recomiendo.",2025-07-25 00:00:00
1526,117,5,"Visita imprescindible, me encantó cada rincón.",2024-07-13 00:00:00
1828,118,5,Muy bien organizado y con una colección fascinante.,2026-03-03 00:00:00
1021,118,4,Interesante y bien presentado.,2024-10-28 00:00:00
1005,118,4,,2025-06-13 00:00:00
100,118,2,La atención al público mejorable.,2024-04-02 00:00:00
67,118,5,,2026-03-08 00:00:00
1103,118,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-05-18 00:00:00
878,118,5,,2024-01-26 00:00:00
1687,118,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-04-10 00:00:00
316,118,5,,2025-10-26 00:00:00
47,118,2,"Decepcionante, esperaba más de este lugar.",2024-04-03 00:00:00
902,118,5,Muy bien organizado y con una colección fascinante.,2024-03-28 00:00:00
471,118,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-09-18 00:00:00
99,118,3,Interesante pero le falta profundidad en algunos temas.,2024-02-14 00:00:00
1452,118,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-11-06 00:00:00
37,119,2,,2024-05-28 00:00:00
1662,119,4,Interesante y bien presentado.,2024-11-11 00:00:00
1049,119,4,Interesante y bien presentado.,2024-10-22 00:00:00
1554,119,3,,2024-05-14 00:00:00
465,119,3,,2026-02-22 00:00:00
690,119,4,Interesante y bien presentado.,2025-07-10 00:00:00
57,119,4,Interesante y bien presentado.,2024-08-31 00:00:00
1928,119,3,Interesante pero le falta profundidad en algunos temas.,2025-02-23 00:00:00
1338,119,4,"Muy buena visita, lo recomiendo.",2024-09-07 00:00:00
1873,119,3,,2025-10-05 00:00:00
1247,120,5,"Visita imprescindible, me encantó cada rincón.",2024-07-08 00:00:00
1982,120,5,"Visita imprescindible, me encantó cada rincón.",2024-05-28 00:00:00
624,120,2,"No volvería, hay propuestas más interesantes.",2024-11-01 00:00:00
681,120,5,,2024-04-21 00:00:00
153,120,5,,2025-11-19 00:00:00
890,120,5,Personal amable y exposición excelente.,2025-08-09 00:00:00
520,120,5,,2025-04-11 00:00:00
687,120,5,"Visita imprescindible, me encantó cada rincón.",2024-04-05 00:00:00
1676,120,5,,2025-01-23 00:00:00
1877,120,5,Personal amable y exposición excelente.,2024-03-07 00:00:00
365,120,5,,2025-12-12 00:00:00
747,120,4,,2025-02-27 00:00:00
1862,120,5,Personal amable y exposición excelente.,2024-02-29 00:00:00
122,120,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-03-30 00:00:00
175,120,4,"Buena experiencia en general, precio razonable.",2025-03-13 00:00:00
322,120,4,,2025-06-22 00:00:00
1191,120,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-09-21 00:00:00
294,120,5,"Superó todas mis expectativas, altamente recomendable.",2025-05-19 00:00:00
376,121,5,"Increíble experiencia, volveré sin duda.",2025-12-26 00:00:00
362,121,5,,2024-05-01 00:00:00
684,121,4,"Muy buena visita, lo recomiendo.",2026-01-25 00:00:00
863,121,4,Interesante y bien presentado.,2025-02-27 00:00:00
1668,121,5,,2026-04-05 00:00:00
233,121,5,,2024-07-25 00:00:00
1475,121,4,,2024-03-10 00:00:00
1062,121,5,Muy bien organizado y con una colección fascinante.,2026-02-24 00:00:00
575,121,5,Muy bien organizado y con una colección fascinante.,2025-02-09 00:00:00
986,121,5,"Visita imprescindible, me encantó cada rincón.",2026-05-02 00:00:00
1869,122,5,,2024-12-12 00:00:00
1647,122,3,Interesante pero le falta profundidad en algunos temas.,2026-03-27 00:00:00
1134,122,4,,2024-06-08 00:00:00
1317,122,5,Personal amable y exposición excelente.,2024-12-09 00:00:00
1803,122,5,"Visita imprescindible, me encantó cada rincón.",2026-05-05 00:00:00
806,122,4,"Buena experiencia en general, precio razonable.",2025-07-22 00:00:00
653,122,5,,2025-12-02 00:00:00
21,122,4,"Buena experiencia en general, precio razonable.",2024-03-08 00:00:00
1661,122,1,,2024-02-01 00:00:00
1603,122,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-05-12 00:00:00
199,122,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-09-01 00:00:00
1156,122,5,Muy bien organizado y con una colección fascinante.,2025-12-23 00:00:00
932,122,3,Visita agradable aunque algo corta.,2025-02-27 00:00:00
231,122,4,"Buena experiencia en general, precio razonable.",2025-04-07 00:00:00
1963,122,5,,2025-06-21 00:00:00
425,122,4,,2026-03-14 00:00:00
132,122,5,,2024-04-04 00:00:00
1191,122,4,,2025-05-09 00:00:00
1482,122,3,,2024-12-14 00:00:00
701,123,3,"Normal, ni mal ni especialmente bien.",2024-11-13 00:00:00
724,123,4,,2024-04-10 00:00:00
1614,123,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-07-29 00:00:00
656,123,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-04-28 00:00:00
411,123,3,"Normal, ni mal ni especialmente bien.",2024-03-30 00:00:00
162,123,4,"Muy buena visita, lo recomiendo.",2025-06-17 00:00:00
937,123,4,"Muy buena visita, lo recomiendo.",2025-08-14 00:00:00
967,123,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-11-24 00:00:00
1691,123,4,,2025-06-29 00:00:00
436,123,5,"Visita imprescindible, me encantó cada rincón.",2024-10-06 00:00:00
764,123,4,,2024-01-16 00:00:00
1621,123,3,"Correcto, sin más. Esperaba un poco más.",2024-07-30 00:00:00
1654,123,4,"Buena experiencia en general, precio razonable.",2024-05-24 00:00:00
772,123,2,"No volvería, hay propuestas más interesantes.",2024-09-07 00:00:00
923,123,4,,2024-12-12 00:00:00
607,123,4,,2024-01-30 00:00:00
1872,123,4,"Muy buena visita, lo recomiendo.",2025-01-27 00:00:00
231,123,5,"Increíble experiencia, volveré sin duda.",2025-12-22 00:00:00
813,124,4,Interesante y bien presentado.,2025-09-23 00:00:00
1674,124,4,,2024-07-21 00:00:00
1633,124,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-03-21 00:00:00
1225,124,2,La atención al público mejorable.,2025-08-04 00:00:00
748,124,4,Interesante y bien presentado.,2024-04-09 00:00:00
507,124,5,"Superó todas mis expectativas, altamente recomendable.",2025-04-26 00:00:00
202,124,4,,2026-05-31 00:00:00
710,124,3,,2025-01-07 00:00:00
831,124,5,Muy bien organizado y con una colección fascinante.,2026-03-18 00:00:00
1355,124,2,,2025-05-14 00:00:00
1319,124,5,Muy bien organizado y con una colección fascinante.,2025-05-05 00:00:00
138,124,4,,2026-02-25 00:00:00
797,124,5,Personal amable y exposición excelente.,2024-04-15 00:00:00
357,124,4,"Muy buena visita, lo recomiendo.",2024-11-29 00:00:00
307,124,5,,2024-11-05 00:00:00
1662,124,5,"Superó todas mis expectativas, altamente recomendable.",2024-09-01 00:00:00
286,125,5,"Superó todas mis expectativas, altamente recomendable.",2025-01-28 00:00:00
1673,125,4,,2025-12-11 00:00:00
1082,125,5,"Superó todas mis expectativas, altamente recomendable.",2025-08-03 00:00:00
1697,125,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-06-26 00:00:00
865,125,5,,2025-12-29 00:00:00
759,125,5,Personal amable y exposición excelente.,2025-09-02 00:00:00
1836,125,5,"Superó todas mis expectativas, altamente recomendable.",2024-06-29 00:00:00
499,125,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-04-21 00:00:00
1696,125,5,"Superó todas mis expectativas, altamente recomendable.",2024-12-01 00:00:00
970,125,5,"Visita imprescindible, me encantó cada rincón.",2024-08-10 00:00:00
1029,125,5,"Visita imprescindible, me encantó cada rincón.",2026-02-14 00:00:00
616,125,4,,2025-06-28 00:00:00
1148,125,4,Interesante y bien presentado.,2024-07-19 00:00:00
651,125,4,"Buena experiencia en general, precio razonable.",2025-08-06 00:00:00
79,125,4,Interesante y bien presentado.,2026-01-05 00:00:00
315,126,3,,2024-04-01 00:00:00
339,126,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-02-17 00:00:00
841,126,4,"Muy buena visita, lo recomiendo.",2025-01-13 00:00:00
1518,126,3,"Correcto, sin más. Esperaba un poco más.",2025-12-21 00:00:00
1802,126,4,"Muy buena visita, lo recomiendo.",2026-05-31 00:00:00
161,126,5,,2025-03-18 00:00:00
792,126,5,Muy bien organizado y con una colección fascinante.,2025-12-29 00:00:00
193,126,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-08-04 00:00:00
32,126,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-07-22 00:00:00
1325,126,5,"Superó todas mis expectativas, altamente recomendable.",2024-06-06 00:00:00
1209,126,5,"Increíble experiencia, volveré sin duda.",2024-05-17 00:00:00
322,126,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2026-01-08 00:00:00
463,126,3,Está bien pero no es para tanto.,2024-03-27 00:00:00
45,126,5,"Superó todas mis expectativas, altamente recomendable.",2026-03-18 00:00:00
1678,126,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-07-03 00:00:00
1951,126,5,"Superó todas mis expectativas, altamente recomendable.",2025-01-28 00:00:00
263,126,4,,2025-09-11 00:00:00
459,126,5,"Increíble experiencia, volveré sin duda.",2025-12-30 00:00:00
1100,127,5,Personal amable y exposición excelente.,2025-08-13 00:00:00
101,127,5,Personal amable y exposición excelente.,2025-05-09 00:00:00
855,127,4,,2025-05-08 00:00:00
1671,127,1,,2026-01-17 00:00:00
1614,127,4,"Buena experiencia en general, precio razonable.",2025-04-21 00:00:00
443,127,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-03-31 00:00:00
446,127,4,"Muy buena visita, lo recomiendo.",2025-12-01 00:00:00
1638,127,4,"Buena experiencia en general, precio razonable.",2025-09-19 00:00:00
1868,127,5,,2026-03-08 00:00:00
181,127,5,"Superó todas mis expectativas, altamente recomendable.",2025-08-10 00:00:00
905,127,5,Muy bien organizado y con una colección fascinante.,2024-10-23 00:00:00
291,128,5,Personal amable y exposición excelente.,2026-02-06 00:00:00
532,128,4,"Buena experiencia en general, precio razonable.",2024-03-03 00:00:00
721,128,5,Personal amable y exposición excelente.,2024-02-22 00:00:00
823,128,4,,2026-01-25 00:00:00
1362,128,4,,2024-03-25 00:00:00
112,128,4,,2026-03-13 00:00:00
66,128,4,,2024-10-14 00:00:00
788,128,5,,2026-01-29 00:00:00
1398,128,5,,2025-08-28 00:00:00
382,128,5,Muy bien organizado y con una colección fascinante.,2026-04-07 00:00:00
801,129,5,"Increíble experiencia, volveré sin duda.",2025-05-11 00:00:00
307,129,4,"Muy buena visita, lo recomiendo.",2024-12-17 00:00:00
1481,129,2,"No volvería, hay propuestas más interesantes.",2026-04-21 00:00:00
720,129,5,"Superó todas mis expectativas, altamente recomendable.",2026-02-27 00:00:00
1345,129,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-08-03 00:00:00
537,129,4,"Muy buena visita, lo recomiendo.",2025-10-19 00:00:00
157,129,5,"Visita imprescindible, me encantó cada rincón.",2024-06-20 00:00:00
1988,129,5,"Superó todas mis expectativas, altamente recomendable.",2026-02-03 00:00:00
