Unnamed: 0,Nombre,Descripcion,Dirección,Municipio,Provincia,Entorno,Email,Teléfono,WEB,URL amigable,Calidad,Tipo de lugar,Sello,Nivel precio,Michelin,Repsol,lat,lon,valoracion,num_resenas,url_imagen,Active,Patrocinado
178,Gartziategi,"La sidrería Gartziategi es una de las sidrerías más antiguas que se conoce, ...",,Astigarraga,Guipúzcoa,"Montes y Valles vascos,San Sebastián",,943 46 96 74,https://gartziategi.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-gartziategi/webtur00-content/es/,0,Sidreria,Denominación de Origen,Moderado,0,0,43.2910177,-1.951432899999986,4.3,789.0,https://places.googleapis.com/v1/places/ChIJvzOesqGvUQ0Re67JMzZts0E/photos/Ab43m-v4X7LWvCl0xHSksLjPpb0HKnEqaKdWgPCpIbJbFUMGwPu0lmki40jNTinoEtrll4TZuzOii1gmebnVU6IQvS3xOFm3QG2I7sKkk5oSPRVROdbdzsSryLTKZ87IekDxMlV3P7ibFJN-FxZ2l_TPFYCSCTpSLlPIvVRcLkLNLp6m6ARP1ZNCi1jEZwaZ-HNirxWBcKn3KtDsziUNdRyBMzbsXZItH4ExYA5BHvJzC0i0H1pWzQFo0Moie4CwnNeF2_nzZNips0CmwfoUXUbK299DgsLyCmSQDwfzRW9VXcjXZbpJSWBPYRmVvv58VJ3MwvxusZg_53mbMNCi1aTmvUVMo3KFM0tqNLkB2y4A1sK43sNF0adqeh6zw919_F4klyAEAk92KRtmvgD3JK_7F00OXc45juk8cazoE1OpCqzCP41C/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
179,Gaztañaga,La sidrería Gaztañaga cuenta con instalaciones y tecnología de última...,,Andoain,Guipúzcoa,Montes y Valles vascos,info@sidreriagaztanaga.com,943 59 19 68,https://www.sidreriagaztanaga.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-gaztanaga/webtur00-content/es/,0,Sidreria,Denominación de Origen,Moderado,0,0,43.22314954104876,-2.018361431802987,4.2,616.0,https://places.googleapis.com/v1/places/ChIJy4FabjCyUQ0RPKsAsJ86b2Y/photos/Ab43m-salrse0L9ximBSGuVORw0cboqJTqosczq44LaoFtXzU7V7WddYNvEdPlofMKPbUchGltpK5IeYLPlDU_zRncDNAgBg3iFQ6OrAD2OTky54RmMGU81SU_TRH4TF7cWAfGTNRq4rPSH6b9S0nFSnkuNPUjgA0QcIZ4elab3n2Xahvlf8uKJKW18vGTQacTdbu9T1sxvNT6XM8USvL5wBYgQfljVAnLDoM9OFZ6VXjjeBeYryWYXXaz-U-6Dt4DoJVL7w2le36rY1GLX5CEAbzkFTKyj63ddIv_uY60aNPfH48Q7I7HYf1rSQEQCIKQupIDAzxtFQjT4jhSts5Z5idWsyPcNxlwoJ0VGFtITj1fR_CkoscJTTjlMq2gi97wRM4siB_uuRXrJuY42ZryEIDYcS3gG_fHTXL-GLryE8el4QKoDA/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
180,Goiko Lastola,"Situada en la ribera del río Urumea, la sidrería Goiko Lastola cuenta con un comedo...",,Hernani,Guipúzcoa,"Montes y Valles vascos,San Sebastián",,943 55 32 72,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-goiko-lastola/webtur00-content/es/,0,Sidreria,Denominación de Origen,,0,0,43.25691509,-1.94978893,4.5,76.0,https://places.googleapis.com/v1/places/ChIJHwMmnF-uUQ0RtTSf-hfpZ2E/photos/Ab43m-utkOVX5GLEqrUb9rzJMo101h3X8sBsvpZwLZ-xLyPysllhRp5Qvxk4AFUOijb_Jn-wPyRdHMqdzYAz5oOQHkUTUG86ltDm0JVj-SOMOjA1rlo26cufntgkpxnn_f7g1m65uo1SE0BVBdS_6W50FG-OmvqRoG3u3tQJ17M7jXqkuu2UnBeZJC55yMkmGI42zGLaMCOqeNXWkLkULMmjT_zJFugCc_6SlzIX4Bf7sYJA2MbI4SIoYOmycFlkhj7pCmlVMP8WC4tbLzaXNNpD1VG4tKvFl_jUAog0QgnGXh1oIjptxhaC3WEygE9FPudYmW9JMmOmnr4JcMjGZDDcT5Dvu79ECl8rCvuMOtOFo4AkTI3lXeL9dhwAFBrColtd-iv6n3zVa5pcR7k469wBErJcsQ4CcrXdaQUn2dzXZiE/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
184,Ibarra,"Ubicada en un caserío tradicional, cuenta con dos comedores de decoración rú...",,Amorebieta-Etxano,Vizcaya,Montes y Valles vascos,info@ibarra-sagardotegi.com,656 79 79 61,https://www.ibarrabarria.eus/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-ibarra/webtur00-content/es/,0,Sidreria,Denominación de Origen,,0,0,43.21232209720274,-2.719309724853511,4.6,125.0,https://places.googleapis.com/v1/places/ChIJIVIr0CI0Tg0R650ZTI3QoUU/photos/Ab43m-umQ8YfDGAOblWVE-N0OTDGhenSKuIsPAOquiD9wBRdZw_jcwTvjnHl2DtuymLtXt_4NxVvAQYWfkB9yyopAfMU4wRhlQpUNcUcwQiOMOSIQlbUJQprmIvsJ2BYdQa_QstdntCMJdhi-cs_X5rjSFCZrWTG6-xFboI6sodyXeL_lEsNgPNh_m4u2RtkvGrWJLKGu3MkjfmPmhtxYhnBUFiniSvazhH2Afx1-izItvsyHhAOdcfMDK2gduFJyE7rrskPQAT48mnLsHj8mk0TnYWaOppMzKVHzyMG_Wa6x_3zBrVAsM0tHNSi4PH0ygEFX3ryA9DxPVGvoaPOpAK1ddVls5RZZ41qLSSDCSR6ulUxBrM-Vbvt_6YHnLCuuySysG5NvQDrZX_RHhA78ouumFnhL1TESnaWBbzPGanPFYV8ng/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
185,Iparragirre,Una sidrería con más de 100 años de historia que combina el estilo moderno y...,,Hernani,Guipúzcoa,"Montes y Valles vascos,San Sebastián",kontaktua@iparragirresagardotegia.eus,943 55 03 28,https://iparragirresagardotegia.eus/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-iparragirre/webtur00-content/es/,1,Sidreria,Denominación de Origen,Moderado,0,0,43.2539057022193,-1.962894762327892,4.4,519.0,https://places.googleapis.com/v1/places/ChIJveT07mmuUQ0RkdQStcyR1Ng/photos/Ab43m-tVr_KwmrIPnedseNub1U8_C8_fz2D5ghlaa_8ovLuHSDV4OtjGrdOpxfsJ39gqe8OUsJpMq_J__gquy4jJPA_xszzKrrqQgg9h62OdWdSsxrHDRERB9sZWdnNwLIvvRLn_1edyS4aAd9J83HBOASXeB34f9-uEfYWsz8Y-rcCch4-18ZwPyWFJQqQ8DPzMqI567YPAWa_jGnycFVhaHzxfDhX-anLbzKHrqSDgf1Qn55RFX4KzJDf08zwt3mLDNUxztdj8gchqUnr87x6sVS4sFejleuIbWkHOnn5R74VSYfmqDY7j6iSq0uLda8N-iYFyfCZfYPJ4IZl3Q5Oh6S6fwH6RDAi-h0JKG_1m9q_YeTMfK5j4do398cXc2hpVLNJ5EAyRGeXdJPSwHpS636sxoNRd6i9ng60cnGwMbujOZEP0UbV6BrEeX2nV3SFx/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
186,Irigoien,"La sidrería Irigoien, también conocida como Herrero, se creó hace 200 a&ntil...",,Astigarraga,Guipúzcoa,"Montes y Valles vascos,San Sebastián",info@sidreriairigoien.com,943 55 03 33,https://www.sidreriairigoien.com/es/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-irigoien/webtur00-content/es/,0,Sidreria,Denominación de Origen,Moderado,0,0,43.28288323790351,-1.94011111534428,4.5,720.0,https://places.googleapis.com/v1/places/ChIJPYDCcRevUQ0R_OCj4d4mQmE/photos/Ab43m-tkyXZAxH2d1e5U9VaArtOVkBL4eXfqJEH3PJh2_VVAnFrKIlIWwWuzSCYRBTIjfJMYEOjyKebocMXKOzDJf6FEf6n0nhsMKAM4_mHcWqjZIB6aJjdWd325gNyP18qIQ4ZegH7PdlqPbCA6onHjVHz2Bt4MLC-eSTbxW6ABArDpj7fqnqSM5899q2j6TryXt5PQwvV3QqBO9zGTkAhj1UMnXH27R0koeu7V9RiXkGt4-wddju0-tdq4wkbnq7szaA7wBvqxl1Qy9dOpQE8GqSzxfu5rI4y9awXCNzkrPbFAPQHGGtOKMV9KdtP8R5kxHe-MPD4cbmhrAP93aDHdaOiDby-DGAGZdDa6FyTdZ_MkWW3k86ZtT_Brs-B4YlHonwGsZUi1Mf6XJXQo_eys3vVjvYi1aZvz40UNHWxyJv8I_w/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
188,Itsasburu,"Ubicada a 10 minutos de Hernani, en el barrio de Osinaga, abre todo el año.En temporada de...",,Hernani,Guipúzcoa,"Montes y Valles vascos,San Sebastián",,943 55 68 79,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-itsasburu/webtur00-content/es/,1,Sidreria,Denominación de Origen,Moderado,0,0,43.25381974737111,-1.962787473967296,4.6,437.0,https://places.googleapis.com/v1/places/ChIJ6VoNGD6uUQ0RhVMp8LJqQfQ/photos/Ab43m-vBKcTUvMlwdSm5xGkVaKfbW6idgT5axW5soap0vAoLL38cgoEGUzROyo8SfRt3CFY8L0ZfV9Ie0S3g660q2VKzI-wYJf5xlzjg0VBSQ-awEd4RJYhuUx392E16ryJbbCDOR0w9NxrWIlFluvAjIkDDrQdCfG-CvpR5CjC1DBG3OSxy5PMEC5u7o1STkrHQJihWh6oO6nZOs175Jkx8aMKjGt6bQAMAkd8pP37a8DmQYJHm3RNpuTwgGG1CjqVXPnn1Ee6OGWq405kfBGEP-qD8i7tDXGmP7lbjiMOtsRwTXByR_NmNBkFh_KVWmjFoXE3IDt2IvxiWRg3dyewCiJ3jcPS4RIzeTvaRqdzV09EJQUPeRj24fwhNenuS8_H9JhLtwAaybf6W_XRL1-tcnG9cnhiz4T_X8bHbL62i8Z6eSWZ6/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
189,Iturrieta,"Desde entonces, la sidra que se puede degustar mediante el txotx es producida en el mismo caser&i...",,Aramaio,Álava,Montes y Valles vascos,info@iturrieta.eus,685 72 15 93,https://www.iturrieta.eus/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-iturrieta/webtur00-content/es/,1,Sidreria,Denominación de Origen,,0,0,43.05224013,-2.57521137,4.6,560.0,https://places.googleapis.com/v1/places/ChIJMz9VA63RTw0RQDIfIoprtJU/photos/Ab43m-tHUx2qmOOswwzJtbvT_ojhFmK8TteBJMvyg_z42vCZzvozP73idrd04riGYnx2iD_AZ2Tnd7KuI1UJGR49x-i3ijpTdIDiDA6Q2giNjPTnQVlBv0tBh3n9bfZLADe5vXyu7eGWHwSdPUVbKzX34n62On2Kcyyzw9KZqn05wLS61ZWnNlIrWYJu85m2-16mBnYUf8Rm2flUIBG7zjCQroTLzc2y7JyHQHFgT8Gnzf1NShVz2CPTjj17VBJDjA2HGUj3geEe0A2dsA0Bh9XZUElZMFucdmeaoZAeubNRfKMkgRrF4A63hru-gMeSXILBceDo5uDmlT4I3Z1PRtVA5PLEVk5bBRES7xRD0Frdy7DPX2qCeOgEPmazVSZyncUja7hY5vwKXc63TFmgFr3azvAewbPrWe3suJuimqHg2X2x0Q/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
190,Itxaropena,Restaurante que ofrece la posibilidad de tomar un menú típico de sidrería co...,,San Sebastián,Guipúzcoa,"Costa Vasca,San Sebastián",itxaropenabar@gmail.com,943 43 62 10,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-itxaropena/webtur00-content/es/,0,Restaurante,,Moderado,0,0,43.32248027,-1.98557065,4.3,1543.0,https://places.googleapis.com/v1/places/ChIJp5IZg02lUQ0RFuUN3ytfq3k/photos/Ab43m-u1RU0sOYlz-hhRaeWZWNgMV1srRBVzbnb9DYXNdLzjHJEKyiRd0fpSoG4wJpB-BjLXtljcB6Ozh21to7vMXSK_CHHDz9Dvd6yeuTQC354eHepTNCNEr3616j5RrxoqknrHZG5CJwirAHlsxDwn8NCgF81EiZKwboBV_G5JvjgDjknlLTj69d09hd74kcEKEHuBmr4dGa_xNBRp8k5XPSPA59ZN__jLAuI2giPSnMmFkMYWl-M7znErpJUYgo52zkV0m55eEoleHmcp-svDtQ7_lfF-s_cK1iVlQNQwvGb812sfTgdkvvWliBLnWdSgypQ62GXm30wd-yejbcz2uiInmpeiRYs7nBqPYttufrSn41SfgllHG0EBbHTV6uXrouq_lzC_BxD7biowIvBdtN7BwglvmVLf7se0_9gl654/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
192,Calonge,"Está ubicada en la casa Gurutzeta de Igeldo, a un paso de San Sebastián.En temporad...",,San Sebastián,Guipúzcoa,"Costa Vasca,San Sebastián",sidreriacalonge@gmail.com,943 21 32 51,https://www.calongesagardotegia.es/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-calonge/webtur00-content/es/,0,Sidreria,Denominación de Origen,Moderado,0,0,43.30888266397962,-2.036704207348635,4.2,687.0,https://places.googleapis.com/v1/places/ChIJt3f-JrKwUQ0R2NmKrZFwDPA/photos/Ab43m-sgbzCoHWGBJ2ndK9xJf_Tc2xVs1a8aLkk8Ray0W2OxMtrWcbgMWjoI7OeFmSxq78YC49OJJV1UdITnuneInMc7mY9g2zZzBdYG_qiaZegoRU0VQ0a1dC8lt5eu1XNp-Qmxi5ms-5NjsdbAfUO54t6g0aFR6QILYEhToxOpmbAATIVJ5y9ygqqCjlYquswSxMvaLT9dI4Ea0jSqB3TZexccTedIferNVcfNhdb88BrJqj8Bz_UJ2amJ9WkEKwHPK-pkP5rk-Vr-xoaNuRoHlfRR_L5iZ9gida69bYktdQL5hclt6sUE55VUi_r1ft_fLHJDRRHnIiU0ziM1zE6g73_0b-D7KZMigxExn0pbcHKqmKT2-sDJoij9t3WlMPCZ4jgnHsEO2CEXgRttilOxoEIYj4PqHLWZ8ti2hrXVCHTkE6OdnF9lh3ApWuCiWQE1/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
194,Korta,"En un bello entorno rural, el Restaurante Korta ofrece una cocina tradicional actualizada y a la ...",,Gabiria,Guipúzcoa,Montes y Valles vascos,restaurantekorta@gmail.com,943 88 71 86,https://www.restaurantekorta.com,https://turismoa.euskadi.eus/es/restaurantes/sidreria-korta/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.0517959,-2.2951762,4.1,428.0,https://places.googleapis.com/v1/places/ChIJP5Uv3dwxUA0RzlhXiNEk-do/photos/Ab43m-ubWFafYhu_5RYhtth8yAYntfPKCYXLrZiHun8xWujgrLaLFomuwxk_OFlsncbBoMyxDAIqhIqyx15HB41BBbsE1ACDl6jleILFymCyFwk3JAlBvqobFiTOs8zNU9WWekmKhXdyemO0nj4nWHmsOLbHwJFU3qtfwv8fw2_v-qcfy3mav6fGGCiMQkrcrqa0SszNzmdQnLYynXa_CCxLLxEXuMn0Clyh0A8Z7pyvXZvdl-VxCDQr4OmJGtHR8u6M_Ld1Ixcok3am8uzbb6hXpEs9P6IjB78F1cqqHAt9y_Xu37QwYJWQd4c1CiKDfj26rjWi5YqtqFwh7yXqZcBFNsn5RUzODoFSlfhem9mkkHdehLKk2AbdD9iY9-eC2YkT1kUlxdLcNmZE0D3f_tSAK4Kc34N8DyPrHRb5ibWXJpTUFA/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
198,Lizeaga,Tradicional sidrería del caserío Gartziategi de Astigarraga.Podemos degustar la mej...,,Astigarraga,Guipúzcoa,"Montes y Valles vascos,San Sebastián",lizeaga@lizeaga.eus,943 46 82 90,https://lizeaga.eus/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-lizeaga/webtur00-content/es/,0,Sidreria,Denominación de Origen,Moderado,0,0,43.281303,-1.945642,4.7,1621.0,https://places.googleapis.com/v1/places/ChIJ9b-U7QmvUQ0RrsK8pwiOMWo/photos/Ab43m-uiyuE_y8SSUq5Adl_09gyUiqT8tNmnBvDHGiTTy2Vpn_Bgpbf8tV-TLUpOLtTs9q6XBBCL8yPIQETKedO6N6FB89yoztq6UYyaKpQJSD1Nx8gH40xA8SHHyB0FafEw00TIbp9-uqCnNSPZUrL77PVtUtxklhWWzL5vCVNxAAxOtih3ngtdcs5iA8VKnw98wtoRjvGaK20mltAXl0LuJMF3nGw741lQMVGd0aTXy8xMmN-HXwN29I9rfV5R3TM3V9ZPLPYgcPvuPE7Rz9BckSIImizCoQ05Q66PEZpOMpXozfjm5AaTBw3oHaRnOGOtn3QTa7mEma7QK2VO-qUgIClRiy_pMCpYqvVSpZSOFfcPP_ZlF-myLeQqBsDY8Rzqu58GruHSST4aBX06Td0sm1pWSi521HlHDgXHHdABEA_5RQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
201,Oarso,Sidrería de Errenteria que abre todo el año como restaurante. En época de si...,,Errenteria,Guipúzcoa,Montes y Valles vascos,,943 34 01 42,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-oarso/webtur00-content/es/,0,Sidreria,Denominación de Origen,,0,0,43.31428216,-1.89737211,5.0,2.0,https://places.googleapis.com/v1/places/ChIJvwL6UXqpUQ0Rxnn8rzMih3U/photos/Ab43m-umAGRu4KwD5sNHoeUZZd02AglhO5asjl17sgoRnD5KHZ5Egw6Jhih1M1OArr61ZJYkgNlHtc1fV08b7XEg6C7wA2QqnGoy6jiCLsIf1ne-NAopE8_FWYWNt-gHMWgboDa3Sx2tbZStAbKSJ1pP1RvBmEAfjUEhLGLDjfJ5gZ8tjQaArI_GhR7pQ_nkX5oPCFw-dRx55aTd_V-cvI44QJH-JGqSwGhFPr_ZiotqCBeI0su7a_dx4xNGkxRELElcAht_jhKMYIzQYmZaPkWElGbuLBldycdf4uLT80rYEZzygrIBGE86GlepXdOFmjdQUDmWhvVlGMuYyhxLyVfmzfglRJd3plL-12PMOjhu4aZFK_zHf5YqvWolJrYx2M1isg-3Kv4GyUEjWFJhKPfaDrO41tV-SLloK28BT7ofW0gjubSR/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
203,Oiarbide,"Se trata de una de las sidrerías más antiguas de Astigarraga, con más de 100...",,Astigarraga,Guipúzcoa,"Montes y Valles vascos,San Sebastián",oyarbide@oyarbidesagardotegia.com,943 55 31 99,https://www.oyarbidesagardotegia.com,https://turismoa.euskadi.eus/es/restaurantes/sidreria-oiarbide/webtur00-content/es/,0,Sidreria,Denominación de Origen,,0,0,43.26931,-1.950555,4.5,218.0,https://places.googleapis.com/v1/places/ChIJ1T4JmqmvUQ0Rr_K5zNNPH8o/photos/Ab43m-tipoyAI3veUHiurR9sqX1Kp5GUAW6yFErgaB9GMebuKMgQfvabHmN-xHoAulfCzZZrqxCdNVj3Pnrovurfr7v2TOtcwbIJhk7_L0inVlGRMwHVUjJKm5ge6O8i2sn4_7NheOwWqlfYDTrQaF6L5qn90qyRABGWKun-mI4t2GjpN12bERpHGbZPwQnvHFfpHYq-Rga-HAQgNfrDlUNVP9V2mpIzmYyBYdsNRRUXlzY_egE7flRfM2OdW_q8bYFFgDsgskKF39925Wr5rN-16DtW_zbQL2eVi-6srYdNiqfzaCE47ED3kf5Zk8h-eIKAiVDlt_A9jTXHH-09cK-GD0GJwlviubxFWbH4JmMQ7MxhCrk-92DBwg6Fh3A5OQ9aYYnVU_dnF1EKGlaW7CDV8BKhGuQ6K8xP2Yg1setR6gU7sQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
205,Olagi,"La sidrería Olagi cuenta con dos comedores en los que podremos degustar, además del...",,Altzaga,Guipúzcoa,Montes y Valles vascos,olagi.altzaga@gmail.com,943 88 77 26,,https://turismoa.euskadi.eus/es/restaurantes/sidreria-olagi/webtur00-content/es/,1,Sidreria,Denominación de Origen,,0,0,43.06453871,-2.1542995,5.0,5.0,https://places.googleapis.com/v1/places/ChIJd7CiGjw3UA0RqkpSo_pc2R8/photos/Ab43m-s486IDk657kG-5gYAI8lAfYcXQZawVVMNSvVZzCCwiro90NKexLB3oiEDQDwu0-ugu1HDGwX-wimEV-XNwWW6KOsvc2lks80zYEeKM7onXHML0Fx0t8BXFSp1Uv3MQbXUdMo3oZr5i-j6BV4MtpxF66-VJVsXJjvdpJJprS8LUx9WkEuEl73-vOh9C_LX2uPvklV-PBrqATxgNEoSAjt-3rccxXmShcIuZqeK_Lwrz1Mto0HN6y0fcC5BNS6Js5SODxOfhI7kmQH5L3gtFYBSmiCrhiT-97lYvOdg21QJmNDgIuYI0FDKscQ4TicdeN7agvK3Ws6QjY21ImolWjfsQq6mkXU6sONvYYyXq8vvoV4xhqWcoPy8IJtrjaCRXYeYyyFFp2YW9I1qf2h_tBAOSoUN6O0GyqbObrHizf-U7Y0cb/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
206,Ordo-Zelai,Sidrería creada en 1993 como elaboradora de sidra y abierta al público en 1996. Est...,,Oiartzun,Guipúzcoa,Montes y Valles vascos,,943 49 16 86,https://ordozelaisagardotegia.com/,https://turismoa.euskadi.eus/es/restaurantes/sidreria-ordo-zelai/webtur00-content/es/,0,Sidreria,Denominación de Origen,Moderado,0,0,43.2875843,-1.835831800000051,4.2,479.0,https://places.googleapis.com/v1/places/ChIJWYRSF4oHUQ0Rt4oFojabq3Y/photos/Ab43m-vdVxvY35er4an1I2qxEIHUUzfzDA2WlQr932B4Nx0WgbXXAERvZRzF1SokjlEeKuL7wW0A0okLERHT2IL6EBs_DKlf3-IDhVanZ4crrStjnDvMU58l_M4SE5HnfOHrzQ6wHwCKZrTLxn6aAToBBSu8nxvhhGOXiGd3Uf2TketVDH9D8aCqxliUZwDH2uuqPnDmWMOQ1SWwU2SgHh3mbn25CAJ0l7HnlDEo1XFKgKvGZ3aGc3rGs6XwEv1UXT-rOGIK7pkVEahDj3gcu5rG3edpAj76IzX-cw-PFQ0VrDnyM3GoEZNCE6iQ8esxF86XmOYP9XMYrCUEcNTOU97QuUioZRvbfr6LczTinPxA380cv7KHCWLgpeXFe-fc5Wr-ac0xWB8sRN8JOVDL5z7eDYig9Jag9MQaJFoRlrZGjkKf3A/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
207,Otegi,"Sidrería de Lasarte-Oria, donde podemos llevar carne para cocinarla. Sólo abre los ...",,Lasarte-Oria,Guipúzcoa,"Montes y Valles vascos,San Sebastián",ikeretalarraitz@hotmail.com,943 45 70 67 ext. 6,https://www.sagardoa.eus/32_sidreria-otegi-otegi-sagardotegia-lasarte-oria,https://turismoa.euskadi.eus/es/restaurantes/sidreria-otegi/webtur00-content/es/,0,Sidreria,Denominación de Origen,,0,0,43.26897934,-2.00814436,4.2,195.0,,1,0
208,Otsu Enea,Sidrería ubicada en el caserío Otsua Enea del barrio Osinaga de Hernani.Elabora su ...,,Hernani,Guipúzcoa,"Montes y Valles vascos,San Sebastián",info@otsua-enea.com,943 55 68 94,https://www.sagardoa.eus/29_sidreria-otsua-enea-otsua-enea-sagardotegia-hernani,https://turismoa.euskadi.eus/es/restaurantes/sidreria-otsu-enea/webtur00-content/es/,1,Sidreria,Denominación de Origen,,0,0,43.24593815,-1.9635727,4.3,135.0,https://places.googleapis.com/v1/places/ChIJA-I_ohSuUQ0RJL4rT2CBBtA/photos/Ab43m-sjZKtmi_PH6TUsSGggnVajCQhSP2nqJeJEn2rAwGfGmMjbMTmljfjk96F0wp0qRVQybS-K4ubykLMmxU9sUP3l0qNswuxWjHco0h2pzvPo1InO56aLH9YJKHvlJNeKkzmeYCtlCu-mU82UFdkJ89AmdpHfaSJ31fq0vLaspioLWiyKkgJkTKDJQGlAKTLytXvZr_pJMgLIm6Eh47SGQ4_ogi0eN-cTYg3WfmBmG2biObxVwn9afG-jjTZ24aC1cd9RXELbq-fV9rSeq-JF4XuMiS0JpL2ijbxXGQXyJ1xb17Z0dz34wkfZdGVGr3vbnhZtPy5P3yo8y-QRL8wt1NTc7lRoKIPfy-d4G1T00UuEv-SGZLk1Yuvzj_IFSER7X8qVyYhZyYrX17iptjjT9_WBEr-EdLohGX4tWmOM9YV5ZqYU/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
209,Petritegi,La bodega actualmente está regentada por la 5ª generación de la familia Ota&nt...,,Astigarraga,Guipúzcoa,"Montes y Valles vascos,San Sebastián",reservas@petritegi.com,943 45 71 88,https://www.petritegi.com/es,https://turismoa.euskadi.eus/es/restaurantes/sidreria-petritegi/webtur00-content/es/,1,Sidreria,Denominación de Origen,Moderado,0,0,43.29106818326372,-1.941384768122816,4.4,3666.0,https://places.googleapis.com/v1/places/ChIJm579YA2vUQ0RiSkDjDmv8eM/photos/Ab43m-uTgOqPvofDvi2LlB4T7rdxWgIDWku0xJbwqTjag1N6s76AH7lgG6qm7wZiIc1OCreQtE4To1uhIVlAHVowtMKkI2SGXaCtzkTNYbhZqfy1Bq3wtA9TlAV-uNse--ZpqdkjpRZsH0X7eDZpwufDwO2oYJ2XXHhX4uKI91kwuJazxNTBKwRblxlqYTd8triLleay3icF_Smf3vjtsfHC3JYnuNBSJj7hWFPbXwwmwYmEFUVoDaoa_j_mT6GSgsnuOcee516f6QjWS19kpLjUVD6TCLZvPG0LfUPEir6TNw5gPKpQoIR1Ree6Goj4EdU7FG0ZCZsw3MlIZsDWHGASWn79MfWTNeiz5hvq5HztdQ99JKfX1pktdCUAjFJLbt8AnjIYbiUCNYVeSMIeWowR7KoDIpFn5sRLVugc1elcMlBbog/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
